,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,grayzone,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,reveal,rt,scientificamerican,shadowproof,slate,snopes,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,vox,wapo,wsj
counterpunch,4.123105625617661,4.242640687119285,9.0,9.539392014169456,9.539392014169456,9.0,4.242640687119285,4.123105625617661,7.483314773547883,8.602325267042627,5.196152422706632,9.433981132056603,7.211102550927978,9.433981132056603,4.0,2.23606797749979,3.7416573867739413,6.782329983125268,,8.660254037844387,6.0,9.0,5.385164807134504,5.656854249492381,5.196152422706632,7.681145747868608,9.219544457292887,7.483314773547883,6.082762530298219,7.615773105863909,9.899494936611665,5.0,6.782329983125268,2.23606797749979,9.1104335791443,8.602325267042627,6.708203932499369,5.385164807134504,3.605551275463989,10.392304845413264,4.123105625617661,1.0,8.246211251235321,5.916079783099616,8.831760866327848,3.7416573867739413,5.916079783099616,4.0,6.928203230275509,10.44030650891055,2.449489742783178,3.7416573867739413,8.54400374531753,7.3484692283495345,6.4031242374328485,5.196152422706632,8.12403840463596,2.23606797749979,7.280109889280518,9.433981132056603,11.0,2.8284271247461903,5.916079783099616,8.12403840463596,8.602325267042627,7.681145747868608,8.717797887081348,3.4641016151377544,4.0,8.06225774829855,7.3484692283495345,7.0,3.605551275463989,8.366600265340756,1.0,6.4031242374328485
dailycaller,5.744562646538029,9.273618495495704,9.539392014169456,8.602325267042627,8.602325267042627,9.539392014169456,9.273618495495704,5.744562646538029,9.486832980505138,6.928203230275509,5.656854249492381,6.164414002968976,2.0,3.605551275463989,8.06225774829855,7.280109889280518,5.916079783099616,2.23606797749979,8.660254037844387,,9.0,0.0,3.3166247903554,6.782329983125268,7.3484692283495345,5.196152422706632,7.211102550927978,2.0,9.486832980505138,1.7320508075688772,4.242640687119285,11.090536506409418,5.477225575051661,2.449489742783178,8.660254037844387,6.0,9.0,5.385164807134504,5.656854249492381,5.196152422706632,7.681145747868608,9.219544457292887,7.483314773547883,6.082762530298219,7.615773105863909,9.899494936611665,5.0,6.782329983125268,2.23606797749979,9.1104335791443,8.602325267042627,6.708203932499369,5.385164807134504,3.605551275463989,10.392304845413264,4.123105625617661,1.0,8.246211251235321,5.916079783099616,8.831760866327848,3.7416573867739413,5.916079783099616,4.0,6.928203230275509,10.44030650891055,2.449489742783178,3.7416573867739413,8.54400374531753,7.3484692283495345,6.4031242374328485,5.196152422706632,8.12403840463596,2.23606797749979,7.280109889280518,9.433981132056603,11.0
dailykos,9.219544457292887,9.0,8.602325267042627,8.602325267042627,8.602325267042627,8.602325267042627,9.0,9.219544457292887,9.0,7.211102550927978,11.445523142259598,6.782329983125268,7.810249675906654,6.782329983125268,7.3484692283495345,9.433981132056603,4.0,9.1104335791443,6.0,9.0,,6.164414002968976,3.7416573867739413,10.344080432788601,8.246211251235321,12.36931687685298,3.605551275463989,8.0,6.557438524302,8.660254037844387,8.660254037844387,5.0,8.246211251235321,8.54400374531753,2.8284271247461903,8.06225774829855,9.0,0.0,3.3166247903554,6.782329983125268,7.3484692283495345,5.196152422706632,7.211102550927978,2.0,9.486832980505138,1.7320508075688772,4.242640687119285,11.090536506409418,5.477225575051661,2.449489742783178,8.660254037844387,6.0,9.0,5.385164807134504,5.656854249492381,5.196152422706632,7.681145747868608,9.219544457292887,7.483314773547883,6.082762530298219,7.615773105863909,9.899494936611665,5.0,6.782329983125268,2.23606797749979,9.1104335791443,8.602325267042627,6.708203932499369,5.385164807134504,3.605551275463989,10.392304845413264,4.123105625617661,1.0,8.246211251235321,5.916079783099616,8.831760866327848
dailymail,4.242640687119285,9.539392014169456,8.602325267042627,3.0,3.0,8.602325267042627,9.539392014169456,4.242640687119285,8.602325267042627,8.602325267042627,6.557438524302,6.708203932499369,6.082762530298219,4.123105625617661,7.0,11.0,6.928203230275509,8.602325267042627,9.0,0.0,6.164414002968976,,10.099504938362077,7.14142842854285,5.196152422706632,7.3484692283495345,4.58257569495584,8.12403840463596,7.0710678118654755,4.123105625617661,6.48074069840786,7.0710678118654755,10.344080432788601,5.656854249492381,12.409673645990857,4.358898943540674,7.0710678118654755,11.789826122551595,6.164414002968976,3.7416573867739413,10.344080432788601,8.246211251235321,12.36931687685298,3.605551275463989,8.0,6.557438524302,8.660254037844387,8.660254037844387,5.0,8.246211251235321,8.54400374531753,2.8284271247461903,8.06225774829855,9.0,0.0,3.3166247903554,6.782329983125268,7.3484692283495345,5.196152422706632,7.211102550927978,2.0,9.486832980505138,1.7320508075688772,4.242640687119285,11.090536506409418,5.477225575051661,2.449489742783178,8.660254037844387,6.0,9.0,5.385164807134504,5.656854249492381,5.196152422706632,7.681145747868608,9.219544457292887,7.483314773547883
dailywire,9.273618495495704,8.602325267042627,3.0,7.681145747868608,7.681145747868608,3.0,8.602325267042627,9.273618495495704,4.123105625617661,5.0990195135927845,10.44030650891055,3.7416573867739413,2.0,7.54983443527075,3.605551275463989,2.8284271247461903,10.44030650891055,6.708203932499369,5.385164807134504,3.3166247903554,3.7416573867739413,10.099504938362077,,6.4031242374328485,4.69041575982343,5.916079783099616,6.557438524302,2.449489742783178,2.23606797749979,6.48074069840786,5.0990195135927845,4.123105625617661,5.0990195135927845,1.4142135623730951,8.06225774829855,7.3484692283495345,3.0,8.306623862918075,4.242640687119285,5.744562646538029,10.099504938362077,7.14142842854285,5.196152422706632,7.3484692283495345,4.58257569495584,8.12403840463596,7.0710678118654755,4.123105625617661,6.48074069840786,7.0710678118654755,10.344080432788601,5.656854249492381,12.409673645990857,4.358898943540674,7.0710678118654755,11.789826122551595,6.164414002968976,3.7416573867739413,10.344080432788601,8.246211251235321,12.36931687685298,3.605551275463989,8.0,6.557438524302,8.660254037844387,8.660254037844387,5.0,8.246211251235321,8.54400374531753,2.8284271247461903,8.06225774829855,9.0,0.0,3.3166247903554,6.782329983125268,7.3484692283495345
economist,9.0,8.602325267042627,7.681145747868608,8.12403840463596,8.12403840463596,7.681145747868608,8.602325267042627,9.0,5.744562646538029,7.483314773547883,3.1622776601683795,5.477225575051661,6.557438524302,3.3166247903554,8.366600265340756,5.916079783099616,2.449489742783178,5.385164807134504,5.656854249492381,6.782329983125268,10.344080432788601,7.14142842854285,6.4031242374328485,,8.12403840463596,5.196152422706632,8.831760866327848,4.58257569495584,8.306623862918075,8.12403840463596,9.0,4.242640687119285,7.483314773547883,10.63014581273465,4.242640687119285,7.0710678118654755,5.656854249492381,8.06225774829855,2.449489742783178,6.4031242374328485,5.385164807134504,5.830951894845301,6.4031242374328485,4.69041575982343,5.916079783099616,6.557438524302,2.449489742783178,2.23606797749979,6.48074069840786,5.0990195135927845,4.123105625617661,5.0990195135927845,1.4142135623730951,8.06225774829855,7.3484692283495345,3.0,8.306623862918075,4.242640687119285,5.744562646538029,10.099504938362077,7.14142842854285,5.196152422706632,7.3484692283495345,4.58257569495584,8.12403840463596,7.0710678118654755,4.123105625617661,6.48074069840786,7.0710678118654755,10.344080432788601,5.656854249492381,12.409673645990857,4.358898943540674,7.0710678118654755,11.789826122551595,6.164414002968976
federalist,9.539392014169456,3.0,8.12403840463596,5.830951894845301,5.830951894845301,8.12403840463596,3.0,9.539392014169456,9.219544457292887,9.486832980505138,8.602325267042627,7.681145747868608,3.3166247903554,6.782329983125268,1.0,8.12403840463596,3.7416573867739413,3.605551275463989,5.196152422706632,7.3484692283495345,8.246211251235321,5.196152422706632,4.69041575982343,8.12403840463596,,12.36931687685298,6.782329983125268,8.774964387392123,10.295630140987,7.0,6.4031242374328485,9.695359714832659,8.54400374531753,12.806248474865697,3.7416573867739413,8.774964387392123,7.3484692283495345,7.874007874011811,7.0710678118654755,9.486832980505138,10.63014581273465,8.12403840463596,9.0,5.196152422706632,8.12403840463596,5.196152422706632,8.831760866327848,4.58257569495584,8.306623862918075,8.12403840463596,9.0,4.242640687119285,7.483314773547883,10.63014581273465,4.242640687119285,7.0710678118654755,5.656854249492381,8.06225774829855,2.449489742783178,6.4031242374328485,5.385164807134504,5.830951894845301,6.4031242374328485,4.69041575982343,5.916079783099616,6.557438524302,2.449489742783178,2.23606797749979,6.48074069840786,5.0990195135927845,4.123105625617661,5.0990195135927845,1.4142135623730951,8.06225774829855,7.3484692283495345,3.0
fivethirtyeight,8.602325267042627,7.681145747868608,5.830951894845301,7.0710678118654755,7.0710678118654755,5.830951894845301,7.681145747868608,8.602325267042627,4.242640687119285,9.0,6.928203230275509,5.196152422706632,9.273618495495704,7.3484692283495345,6.4031242374328485,8.602325267042627,8.54400374531753,10.392304845413264,7.681145747868608,5.196152422706632,12.36931687685298,7.3484692283495345,5.916079783099616,5.196152422706632,12.36931687685298,,2.0,7.874007874011811,1.7320508075688772,2.449489742783178,9.9498743710662,3.7416573867739413,2.449489742783178,7.681145747868608,5.656854249492381,7.280109889280518,4.58257569495584,6.0,3.3166247903554,6.557438524302,10.677078252031311,7.874007874011811,10.099504938362077,3.605551275463989,9.695359714832659,8.306623862918075,12.36931687685298,6.782329983125268,8.774964387392123,10.295630140987,7.0,6.4031242374328485,9.695359714832659,8.54400374531753,12.806248474865697,3.7416573867739413,8.774964387392123,7.3484692283495345,7.874007874011811,7.0710678118654755,9.486832980505138,10.63014581273465,8.12403840463596,9.0,5.196152422706632,8.12403840463596,5.196152422706632,8.831760866327848,4.58257569495584,8.306623862918075,8.12403840463596,9.0,4.242640687119285,7.483314773547883,10.63014581273465,4.242640687119285
foreignaffairs,8.602325267042627,8.12403840463596,7.0710678118654755,8.306623862918075,8.306623862918075,7.0710678118654755,8.12403840463596,8.602325267042627,9.273618495495704,8.602325267042627,7.211102550927978,5.656854249492381,9.433981132056603,5.196152422706632,9.0,7.681145747868608,7.3484692283495345,4.123105625617661,9.219544457292887,7.211102550927978,3.605551275463989,4.58257569495584,6.557438524302,8.831760866327848,6.782329983125268,2.0,,9.0,2.449489742783178,8.717797887081348,2.23606797749979,2.0,11.180339887498949,3.7416573867739413,2.449489742783178,9.0,7.0710678118654755,7.810249675906654,5.196152422706632,7.3484692283495345,3.605551275463989,7.810249675906654,8.06225774829855,7.0,5.385164807134504,3.605551275463989,6.0,7.681145747868608,2.0,7.874007874011811,1.7320508075688772,2.449489742783178,9.9498743710662,3.7416573867739413,2.449489742783178,7.681145747868608,5.656854249492381,7.280109889280518,4.58257569495584,6.0,3.3166247903554,6.557438524302,10.677078252031311,7.874007874011811,10.099504938362077,3.605551275463989,9.695359714832659,8.306623862918075,12.36931687685298,6.782329983125268,8.774964387392123,10.295630140987,7.0,6.4031242374328485,9.695359714832659,8.54400374531753
fox,3.0,5.830951894845301,8.306623862918075,9.539392014169456,9.539392014169456,8.306623862918075,5.830951894845301,3.0,9.0,4.123105625617661,8.602325267042627,11.445523142259598,6.164414002968976,7.211102550927978,6.782329983125268,8.717797887081348,6.4031242374328485,1.0,7.483314773547883,2.0,8.0,8.12403840463596,2.449489742783178,4.58257569495584,8.774964387392123,7.874007874011811,9.0,,8.06225774829855,7.3484692283495345,3.0,8.306623862918075,4.242640687119285,5.744562646538029,10.099504938362077,7.14142842854285,5.196152422706632,7.3484692283495345,4.58257569495584,8.12403840463596,7.0710678118654755,4.123105625617661,6.48074069840786,7.0710678118654755,1.4142135623730951,8.54400374531753,7.14142842854285,6.708203932499369,4.58257569495584,6.164414002968976,9.0,2.449489742783178,8.717797887081348,2.23606797749979,2.0,11.180339887498949,3.7416573867739413,2.449489742783178,9.0,7.0710678118654755,7.810249675906654,5.196152422706632,7.3484692283495345,3.605551275463989,7.810249675906654,8.06225774829855,7.0,5.385164807134504,3.605551275463989,6.0,7.681145747868608,2.0,7.874007874011811,1.7320508075688772,2.449489742783178,9.9498743710662
globalresearch,7.681145747868608,7.0710678118654755,9.539392014169456,8.12403840463596,8.12403840463596,9.539392014169456,7.0710678118654755,7.681145747868608,9.539392014169456,5.744562646538029,5.0990195135927845,6.557438524302,6.782329983125268,2.0,9.433981132056603,3.4641016151377544,5.196152422706632,8.246211251235321,6.082762530298219,9.486832980505138,6.557438524302,7.0710678118654755,2.23606797749979,8.306623862918075,10.295630140987,1.7320508075688772,2.449489742783178,8.06225774829855,,8.306623862918075,4.69041575982343,7.0,7.3484692283495345,10.392304845413264,6.082762530298219,8.246211251235321,7.810249675906654,6.782329983125268,6.164414002968976,7.0,5.830951894845301,11.180339887498949,3.3166247903554,6.164414002968976,6.708203932499369,5.385164807134504,4.58257569495584,3.605551275463989,10.099504938362077,9.486832980505138,5.656854249492381,0.0,8.06225774829855,7.3484692283495345,3.0,8.306623862918075,4.242640687119285,5.744562646538029,10.099504938362077,7.14142842854285,5.196152422706632,7.3484692283495345,4.58257569495584,8.12403840463596,7.0710678118654755,4.123105625617661,6.48074069840786,7.0710678118654755,1.4142135623730951,8.54400374531753,7.14142842854285,6.708203932499369,4.58257569495584,6.164414002968976,9.0,2.449489742783178
grayzone,8.12403840463596,8.306623862918075,8.12403840463596,9.486832980505138,9.486832980505138,8.12403840463596,8.306623862918075,8.12403840463596,8.602325267042627,9.219544457292887,7.483314773547883,10.44030650891055,6.708203932499369,7.810249675906654,3.605551275463989,4.0,8.12403840463596,5.916079783099616,7.615773105863909,1.7320508075688772,8.660254037844387,4.123105625617661,6.48074069840786,8.12403840463596,7.0,2.449489742783178,8.717797887081348,7.3484692283495345,8.306623862918075,,6.0,4.47213595499958,5.385164807134504,8.366600265340756,2.23606797749979,8.54400374531753,1.4142135623730951,2.23606797749979,10.488088481701515,3.3166247903554,1.7320508075688772,8.366600265340756,6.4031242374328485,7.874007874011811,4.242640687119285,6.708203932499369,3.1622776601683795,7.0710678118654755,8.306623862918075,8.0,7.0710678118654755,3.0,9.9498743710662,5.385164807134504,8.306623862918075,4.69041575982343,7.0,7.3484692283495345,10.392304845413264,6.082762530298219,8.246211251235321,7.810249675906654,6.782329983125268,6.164414002968976,7.0,5.830951894845301,11.180339887498949,3.3166247903554,6.164414002968976,6.708203932499369,5.385164807134504,4.58257569495584,3.605551275463989,10.099504938362077,9.486832980505138,5.656854249492381
guardian,5.830951894845301,9.539392014169456,9.486832980505138,8.06225774829855,8.06225774829855,9.486832980505138,9.539392014169456,5.830951894845301,8.602325267042627,4.242640687119285,9.486832980505138,3.1622776601683795,3.7416573867739413,6.082762530298219,6.782329983125268,8.06225774829855,2.23606797749979,8.831760866327848,9.899494936611665,4.242640687119285,8.660254037844387,6.48074069840786,5.0990195135927845,9.0,6.4031242374328485,9.9498743710662,2.23606797749979,3.0,4.69041575982343,6.0,,9.433981132056603,4.123105625617661,9.433981132056603,9.486832980505138,3.605551275463989,9.899494936611665,7.874007874011811,9.0,9.899494936611665,3.0,8.602325267042627,9.486832980505138,3.605551275463989,5.0990195135927845,9.539392014169456,6.708203932499369,6.48074069840786,8.06225774829855,3.0,7.0,4.47213595499958,1.0,1.0,7.615773105863909,7.0710678118654755,6.0,4.47213595499958,5.385164807134504,8.366600265340756,2.23606797749979,8.54400374531753,1.4142135623730951,2.23606797749979,10.488088481701515,3.3166247903554,1.7320508075688772,8.366600265340756,6.4031242374328485,7.874007874011811,4.242640687119285,6.708203932499369,3.1622776601683795,7.0710678118654755,8.306623862918075,8.0
huffingtonpost,7.0710678118654755,8.12403840463596,8.06225774829855,9.899494936611665,9.899494936611665,8.06225774829855,8.12403840463596,7.0710678118654755,3.0,9.273618495495704,9.0,8.602325267042627,5.477225575051661,2.0,4.123105625617661,7.3484692283495345,7.280109889280518,3.7416573867739413,5.0,11.090536506409418,5.0,7.0710678118654755,4.123105625617661,4.242640687119285,9.695359714832659,3.7416573867739413,2.0,8.306623862918075,7.0,4.47213595499958,9.433981132056603,,7.615773105863909,7.0710678118654755,6.0,4.47213595499958,5.385164807134504,8.366600265340756,2.23606797749979,8.54400374531753,1.4142135623730951,2.23606797749979,10.488088481701515,3.3166247903554,1.7320508075688772,8.366600265340756,6.4031242374328485,7.874007874011811,4.242640687119285,6.708203932499369,3.1622776601683795,7.0710678118654755,9.433981132056603,5.0990195135927845,9.433981132056603,10.295630140987,9.055385138137417,7.681145747868608,9.433981132056603,4.123105625617661,9.433981132056603,9.486832980505138,3.605551275463989,9.899494936611665,7.874007874011811,9.0,9.899494936611665,3.0,8.602325267042627,9.486832980505138,3.605551275463989,5.0990195135927845,9.539392014169456,6.708203932499369,6.48074069840786,8.06225774829855
infowars,8.306623862918075,9.486832980505138,9.899494936611665,4.69041575982343,4.69041575982343,9.899494936611665,9.486832980505138,8.306623862918075,7.681145747868608,9.0,8.602325267042627,6.928203230275509,7.681145747868608,6.557438524302,7.54983443527075,7.0,9.433981132056603,5.916079783099616,6.782329983125268,5.477225575051661,8.246211251235321,10.344080432788601,5.0990195135927845,7.483314773547883,8.54400374531753,2.449489742783178,11.180339887498949,4.242640687119285,7.3484692283495345,5.385164807134504,4.123105625617661,7.615773105863909,,7.280109889280518,2.0,10.099504938362077,6.164414002968976,8.831760866327848,4.123105625617661,7.874007874011811,7.54983443527075,11.0,6.164414002968976,8.306623862918075,8.602325267042627,6.708203932499369,6.082762530298219,7.874007874011811,6.708203932499369,11.661903789690601,3.1622776601683795,7.0,6.782329983125268,6.164414002968976,9.433981132056603,0.0,7.0,4.47213595499958,1.0,1.0,7.615773105863909,7.0710678118654755,6.0,4.47213595499958,5.385164807134504,8.366600265340756,2.23606797749979,8.54400374531753,1.4142135623730951,2.23606797749979,10.488088481701515,3.3166247903554,1.7320508075688772,8.366600265340756,6.4031242374328485,7.874007874011811
intercept,9.539392014169456,8.06225774829855,4.69041575982343,5.385164807134504,5.385164807134504,4.69041575982343,8.06225774829855,9.539392014169456,8.12403840463596,9.539392014169456,4.123105625617661,7.211102550927978,5.196152422706632,3.3166247903554,3.3166247903554,3.605551275463989,11.0,4.0,2.23606797749979,2.449489742783178,8.54400374531753,5.656854249492381,1.4142135623730951,10.63014581273465,12.806248474865697,7.681145747868608,3.7416573867739413,5.744562646538029,10.392304845413264,8.366600265340756,9.433981132056603,7.0710678118654755,7.280109889280518,,7.3484692283495345,6.48074069840786,7.681145747868608,4.58257569495584,3.605551275463989,8.306623862918075,8.602325267042627,4.58257569495584,8.12403840463596,5.0990195135927845,7.0,6.164414002968976,5.0,4.69041575982343,7.3484692283495345,4.58257569495584,5.830951894845301,5.916079783099616,5.0,7.615773105863909,4.123105625617661,3.0,7.0710678118654755,5.916079783099616,7.0710678118654755,1.0,8.831760866327848,8.06225774829855,7.280109889280518,2.0,10.099504938362077,6.164414002968976,8.831760866327848,4.123105625617661,7.874007874011811,7.54983443527075,11.0,6.164414002968976,8.306623862918075,8.602325267042627,6.708203932499369,6.082762530298219
jacobinmag,8.12403840463596,9.899494936611665,5.385164807134504,7.0710678118654755,7.0710678118654755,5.385164807134504,9.899494936611665,8.12403840463596,5.830951894845301,8.602325267042627,5.744562646538029,8.602325267042627,5.656854249492381,9.273618495495704,6.782329983125268,8.366600265340756,2.8284271247461903,6.928203230275509,9.1104335791443,8.660254037844387,2.8284271247461903,12.409673645990857,8.06225774829855,4.242640687119285,3.7416573867739413,5.656854249492381,2.449489742783178,10.099504938362077,6.082762530298219,2.23606797749979,9.486832980505138,6.0,2.0,7.3484692283495345,,8.54400374531753,9.486832980505138,8.246211251235321,9.0,7.810249675906654,3.0,8.54400374531753,10.198039027185569,1.7320508075688772,9.38083151964686,5.477225575051661,8.660254037844387,8.831760866327848,1.7320508075688772,7.874007874011811,9.273618495495704,1.7320508075688772,4.47213595499958,7.280109889280518,7.0,6.324555320336759,7.14142842854285,1.7320508075688772,6.557438524302,6.708203932499369,4.898979485566356,6.708203932499369,6.164414002968976,8.306623862918075,7.3484692283495345,6.48074069840786,7.681145747868608,4.58257569495584,3.605551275463989,8.306623862918075,8.602325267042627,4.58257569495584,8.12403840463596,5.0990195135927845,7.0,6.164414002968976
lewrockwell,9.486832980505138,4.69041575982343,7.0710678118654755,11.40175425099138,11.40175425099138,7.0710678118654755,4.69041575982343,9.486832980505138,7.0710678118654755,8.602325267042627,9.219544457292887,5.0990195135927845,11.445523142259598,9.433981132056603,7.3484692283495345,1.0,5.916079783099616,10.44030650891055,8.602325267042627,6.0,8.06225774829855,4.358898943540674,7.3484692283495345,7.0710678118654755,8.774964387392123,7.280109889280518,9.0,7.14142842854285,8.246211251235321,8.54400374531753,3.605551275463989,4.47213595499958,10.099504938362077,6.48074069840786,8.54400374531753,,9.0,6.0,5.744562646538029,5.0,10.677078252031311,4.242640687119285,4.47213595499958,6.0,10.04987562112089,5.477225575051661,6.708203932499369,3.0,6.48074069840786,4.58257569495584,7.3484692283495345,5.196152422706632,7.14142842854285,5.477225575051661,5.744562646538029,2.449489742783178,7.0710678118654755,7.280109889280518,4.242640687119285,5.0990195135927845,3.7416573867739413,7.280109889280518,8.774964387392123,2.449489742783178,8.774964387392123,6.48074069840786,8.54400374531753,9.486832980505138,8.246211251235321,9.0,7.810249675906654,3.0,8.54400374531753,10.198039027185569,1.7320508075688772,9.38083151964686
mintpress,8.06225774829855,5.385164807134504,11.40175425099138,7.681145747868608,7.681145747868608,11.40175425099138,5.385164807134504,8.06225774829855,8.306623862918075,3.0,4.242640687119285,7.483314773547883,6.557438524302,6.164414002968976,5.196152422706632,6.4031242374328485,8.12403840463596,2.449489742783178,6.708203932499369,9.0,9.0,7.0710678118654755,3.0,5.656854249492381,7.3484692283495345,4.58257569495584,7.0710678118654755,5.196152422706632,7.810249675906654,1.4142135623730951,9.899494936611665,5.385164807134504,6.164414002968976,7.681145747868608,9.486832980505138,9.0,,7.0710678118654755,5.385164807134504,5.477225575051661,7.810249675906654,6.4031242374328485,8.246211251235321,9.486832980505138,2.449489742783178,5.477225575051661,8.306623862918075,3.1622776601683795,6.708203932499369,7.280109889280518,6.48074069840786,8.06225774829855,5.477225575051661,7.810249675906654,7.280109889280518,3.1622776601683795,1.0,8.48528137423857,6.164414002968976,2.23606797749979,7.0710678118654755,3.1622776601683795,6.082762530298219,4.58257569495584,9.486832980505138,5.656854249492381,8.06225774829855,5.656854249492381,9.0,6.0,5.744562646538029,5.0,10.677078252031311,4.242640687119285,4.47213595499958,6.0
