,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,grayzone,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,reveal,rt,scientificamerican,shadowproof,slate,snopes,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,vox,wapo,wsj
motherjones,9.899494936611665,7.0710678118654755,7.681145747868608,5.0990195135927845,5.0990195135927845,7.681145747868608,7.0710678118654755,9.899494936611665,9.539392014169456,7.681145747868608,9.273618495495704,9.486832980505138,10.44030650891055,6.782329983125268,7.211102550927978,9.0,8.602325267042627,3.7416573867739413,5.385164807134504,5.385164807134504,0.0,11.789826122551595,8.306623862918075,8.06225774829855,7.874007874011811,6.0,7.810249675906654,7.3484692283495345,6.782329983125268,2.23606797749979,7.874007874011811,8.366600265340756,8.831760866327848,4.58257569495584,8.246211251235321,6.0,7.0710678118654755,,10.63014581273465,4.242640687119285,8.18535277187245,8.602325267042627,4.358898943540674,5.0,7.615773105863909,5.656854249492381,8.12403840463596,8.602325267042627,6.4031242374328485,10.295630140987,6.4031242374328485,9.539392014169456,5.0990195135927845,3.3166247903554,11.575836902790225,2.23606797749979,4.58257569495584,10.295630140987,9.433981132056603,8.602325267042627,4.898979485566356,10.246950765959598,3.1622776601683795,8.602325267042627,6.48074069840786,4.123105625617661,5.916079783099616,6.324555320336759,7.0710678118654755,4.358898943540674,7.0710678118654755,5.385164807134504,5.477225575051661,7.810249675906654,6.4031242374328485,8.246211251235321
nationalreview,4.69041575982343,11.40175425099138,5.0990195135927845,9.433981132056603,9.433981132056603,5.0990195135927845,11.40175425099138,4.69041575982343,8.12403840463596,8.12403840463596,9.0,9.0,3.1622776601683795,6.708203932499369,2.0,6.782329983125268,7.681145747868608,8.54400374531753,3.605551275463989,5.656854249492381,3.3166247903554,6.164414002968976,4.242640687119285,2.449489742783178,7.0710678118654755,3.3166247903554,5.196152422706632,4.58257569495584,6.164414002968976,10.488088481701515,9.0,2.23606797749979,4.123105625617661,3.605551275463989,9.0,5.744562646538029,5.385164807134504,10.63014581273465,,9.219544457292887,3.7416573867739413,9.219544457292887,6.0,7.54983443527075,10.0,8.602325267042627,9.0,11.090536506409418,4.123105625617661,7.54983443527075,9.695359714832659,3.605551275463989,8.831760866327848,8.48528137423857,8.54400374531753,10.198039027185569,5.0,9.695359714832659,9.273618495495704,3.605551275463989,3.1622776601683795,10.04987562112089,7.681145747868608,3.7416573867739413,9.0,4.123105625617661,9.899494936611665,7.0710678118654755,10.04987562112089,6.708203932499369,7.874007874011811,4.242640687119285,10.63014581273465,4.242640687119285,8.18535277187245,8.602325267042627
nbc,5.385164807134504,7.681145747868608,9.433981132056603,7.874007874011811,7.874007874011811,9.433981132056603,7.681145747868608,5.385164807134504,9.486832980505138,5.830951894845301,9.539392014169456,8.602325267042627,8.602325267042627,3.7416573867739413,7.810249675906654,9.433981132056603,8.717797887081348,7.3484692283495345,10.392304845413264,5.196152422706632,6.782329983125268,3.7416573867739413,5.744562646538029,6.4031242374328485,9.486832980505138,6.557438524302,7.3484692283495345,8.12403840463596,7.0,3.3166247903554,9.899494936611665,8.54400374531753,7.874007874011811,8.306623862918075,7.810249675906654,5.0,5.477225575051661,4.242640687119285,9.219544457292887,,1.4142135623730951,6.324555320336759,7.0,6.324555320336759,2.23606797749979,8.717797887081348,7.280109889280518,6.708203932499369,1.4142135623730951,9.695359714832659,6.6332495807108,8.717797887081348,3.0,8.602325267042627,7.0,11.180339887498949,5.477225575051661,7.54983443527075,9.486832980505138,5.916079783099616,5.196152422706632,8.602325267042627,7.280109889280518,11.575836902790225,2.449489742783178,7.54983443527075,6.164414002968976,6.782329983125268,11.789826122551595,2.23606797749979,8.306623862918075,4.242640687119285,7.0710678118654755,7.0,9.219544457292887,3.7416573867739413
neweasternoutlook,7.0710678118654755,5.0990195135927845,7.874007874011811,9.0,9.0,7.874007874011811,5.0990195135927845,7.0710678118654755,8.06225774829855,7.0710678118654755,8.602325267042627,4.123105625617661,6.928203230275509,5.477225575051661,6.082762530298219,3.605551275463989,3.4641016151377544,6.4031242374328485,4.123105625617661,7.681145747868608,7.3484692283495345,10.344080432788601,10.099504938362077,5.385164807134504,10.63014581273465,10.677078252031311,3.605551275463989,7.0710678118654755,5.830951894845301,1.7320508075688772,3.0,1.4142135623730951,7.54983443527075,8.602325267042627,3.0,10.677078252031311,7.810249675906654,8.18535277187245,3.7416573867739413,1.4142135623730951,,4.69041575982343,9.0,5.916079783099616,7.0710678118654755,5.916079783099616,8.366600265340756,5.196152422706632,6.164414002968976,5.0990195135927845,10.44030650891055,5.744562646538029,3.3166247903554,5.196152422706632,9.899494936611665,4.123105625617661,6.48074069840786,3.1622776601683795,6.4031242374328485,5.477225575051661,6.4031242374328485,6.0,7.211102550927978,4.123105625617661,4.242640687119285,3.605551275463989,7.0,5.830951894845301,5.0,4.123105625617661,8.06225774829855,6.782329983125268,7.0710678118654755,9.38083151964686,8.06225774829855,6.708203932499369
newyorker,11.40175425099138,9.433981132056603,9.0,7.14142842854285,7.14142842854285,9.0,9.433981132056603,11.40175425099138,9.899494936611665,8.306623862918075,8.602325267042627,5.744562646538029,7.211102550927978,7.681145747868608,2.0,6.782329983125268,4.0,5.196152422706632,1.0,9.219544457292887,5.196152422706632,8.246211251235321,7.14142842854285,5.830951894845301,8.12403840463596,7.874007874011811,7.810249675906654,4.123105625617661,11.180339887498949,8.366600265340756,8.602325267042627,2.23606797749979,11.0,4.58257569495584,8.54400374531753,4.242640687119285,6.4031242374328485,8.602325267042627,9.219544457292887,6.324555320336759,4.69041575982343,,5.744562646538029,5.196152422706632,2.8284271247461903,5.0990195135927845,5.196152422706632,5.0990195135927845,2.23606797749979,6.164414002968976,6.082762530298219,5.0,4.47213595499958,8.602325267042627,3.7416573867739413,6.164414002968976,4.58257569495584,5.830951894845301,5.385164807134504,8.774964387392123,4.242640687119285,6.4031242374328485,7.3484692283495345,5.385164807134504,4.58257569495584,5.830951894845301,4.123105625617661,9.38083151964686,2.449489742783178,4.58257569495584,5.0990195135927845,4.242640687119285,9.1104335791443,6.782329983125268,8.06225774829855,5.0
npr,7.681145747868608,7.874007874011811,7.14142842854285,5.0,5.0,7.14142842854285,7.874007874011811,7.681145747868608,4.69041575982343,9.539392014169456,3.0,9.219544457292887,8.602325267042627,5.196152422706632,6.557438524302,4.123105625617661,8.06225774829855,8.12403840463596,8.246211251235321,7.483314773547883,7.211102550927978,12.36931687685298,5.196152422706632,6.4031242374328485,9.0,10.099504938362077,8.06225774829855,6.48074069840786,3.3166247903554,6.4031242374328485,9.486832980505138,10.488088481701515,6.164414002968976,8.12403840463596,10.198039027185569,4.47213595499958,8.246211251235321,4.358898943540674,6.0,7.0,9.0,5.744562646538029,,10.04987562112089,10.198039027185569,8.602325267042627,4.123105625617661,5.385164807134504,9.486832980505138,5.385164807134504,4.69041575982343,8.06225774829855,6.164414002968976,6.0,3.605551275463989,10.63014581273465,8.06225774829855,8.06225774829855,0.0,10.344080432788601,5.656854249492381,12.409673645990857,4.358898943540674,7.0710678118654755,11.789826122551595,6.164414002968976,3.7416573867739413,10.344080432788601,8.246211251235321,12.36931687685298,3.605551275463989,8.0,6.557438524302,8.660254037844387,6.4031242374328485,3.1622776601683795
nypost,5.0990195135927845,9.0,5.0,3.7416573867739413,3.7416573867739413,5.0,9.0,5.0990195135927845,5.385164807134504,8.12403840463596,7.681145747868608,4.242640687119285,5.0990195135927845,5.656854249492381,3.3166247903554,7.54983443527075,7.3484692283495345,2.23606797749979,5.916079783099616,6.082762530298219,2.0,3.605551275463989,7.3484692283495345,4.69041575982343,5.196152422706632,3.605551275463989,7.0,7.0710678118654755,6.164414002968976,7.874007874011811,3.605551275463989,3.3166247903554,8.306623862918075,5.0990195135927845,1.7320508075688772,6.0,9.486832980505138,5.0,7.54983443527075,6.324555320336759,5.916079783099616,5.196152422706632,10.04987562112089,,5.385164807134504,8.774964387392123,4.898979485566356,5.0990195135927845,3.0,8.306623862918075,3.1622776601683795,8.306623862918075,2.449489742783178,9.433981132056603,9.273618495495704,8.246211251235321,4.58257569495584,9.433981132056603,5.0,9.433981132056603,6.928203230275509,5.916079783099616,8.94427190999916,9.486832980505138,7.681145747868608,9.055385138137417,5.916079783099616,7.3484692283495345,7.874007874011811,5.916079783099616,6.0,10.63014581273465,4.58257569495584,6.928203230275509,7.14142842854285,4.358898943540674
nytimes,9.433981132056603,7.14142842854285,3.7416573867739413,2.8284271247461903,2.8284271247461903,3.7416573867739413,7.14142842854285,9.433981132056603,7.0710678118654755,9.486832980505138,8.12403840463596,9.273618495495704,7.483314773547883,11.445523142259598,9.273618495495704,3.3166247903554,7.0,7.280109889280518,8.831760866327848,7.615773105863909,9.486832980505138,8.0,4.58257569495584,5.916079783099616,8.12403840463596,9.695359714832659,5.385164807134504,1.4142135623730951,6.708203932499369,4.242640687119285,5.0990195135927845,1.7320508075688772,8.602325267042627,7.0,9.38083151964686,10.04987562112089,2.449489742783178,7.615773105863909,10.0,2.23606797749979,7.0710678118654755,2.8284271247461903,10.198039027185569,5.385164807134504,,9.273618495495704,2.449489742783178,6.324555320336759,2.23606797749979,4.123105625617661,5.477225575051661,7.483314773547883,2.23606797749979,7.483314773547883,4.58257569495584,7.211102550927978,8.306623862918075,7.0,7.3484692283495345,8.366600265340756,2.0,7.211102550927978,8.306623862918075,2.449489742783178,7.810249675906654,6.708203932499369,7.0710678118654755,8.06225774829855,3.7416573867739413,7.14142842854285,7.681145747868608,2.449489742783178,3.0,8.12403840463596,5.477225575051661,4.58257569495584
observerny,7.874007874011811,5.0,2.8284271247461903,9.1104335791443,9.1104335791443,2.8284271247461903,5.0,7.874007874011811,11.40175425099138,8.06225774829855,5.830951894845301,9.0,9.486832980505138,6.557438524302,9.433981132056603,6.782329983125268,3.605551275463989,9.433981132056603,3.7416573867739413,9.899494936611665,1.7320508075688772,6.557438524302,8.12403840463596,6.557438524302,5.196152422706632,8.306623862918075,3.605551275463989,8.54400374531753,5.385164807134504,6.708203932499369,9.539392014169456,8.366600265340756,6.708203932499369,6.164414002968976,5.477225575051661,5.477225575051661,5.477225575051661,5.656854249492381,8.602325267042627,8.717797887081348,5.916079783099616,5.0990195135927845,8.602325267042627,8.774964387392123,9.273618495495704,,7.211102550927978,9.1104335791443,5.744562646538029,2.23606797749979,5.0990195135927845,5.0990195135927845,10.04987562112089,7.280109889280518,7.3484692283495345,7.280109889280518,9.38083151964686,6.4031242374328485,7.483314773547883,6.48074069840786,11.532562594670797,5.916079783099616,4.123105625617661,6.4031242374328485,11.224972160321824,4.123105625617661,7.874007874011811,2.0,7.810249675906654,6.6332495807108,6.082762530298219,7.0710678118654755,8.602325267042627,4.123105625617661,5.0990195135927845,3.0
offguardian,9.0,3.7416573867739413,9.1104335791443,9.0,9.0,9.1104335791443,3.7416573867739413,9.0,7.681145747868608,9.899494936611665,7.0710678118654755,9.539392014169456,9.0,10.44030650891055,6.164414002968976,7.3484692283495345,8.366600265340756,11.0,5.916079783099616,5.0,4.242640687119285,8.660254037844387,7.0710678118654755,2.449489742783178,8.831760866327848,12.36931687685298,6.0,7.14142842854285,4.58257569495584,3.1622776601683795,6.708203932499369,6.4031242374328485,6.082762530298219,5.0,8.660254037844387,6.708203932499369,8.306623862918075,8.12403840463596,9.0,7.280109889280518,8.366600265340756,5.196152422706632,4.123105625617661,4.898979485566356,2.449489742783178,7.211102550927978,,2.23606797749979,9.486832980505138,5.0,8.06225774829855,9.0,9.16515138991168,7.0710678118654755,3.605551275463989,5.0,8.602325267042627,5.0,4.242640687119285,8.306623862918075,5.830951894845301,5.656854249492381,3.0,9.0,7.280109889280518,8.306623862918075,2.0,9.539392014169456,6.0,11.224972160321824,4.358898943540674,6.164414002968976,10.723805294763608,4.69041575982343,3.7416573867739413,9.539392014169456
opednews,7.14142842854285,2.8284271247461903,9.0,5.656854249492381,5.656854249492381,9.0,2.8284271247461903,7.14142842854285,5.0990195135927845,4.69041575982343,8.306623862918075,8.602325267042627,8.602325267042627,3.1622776601683795,6.782329983125268,5.196152422706632,1.0,2.8284271247461903,4.0,6.782329983125268,11.090536506409418,8.660254037844387,4.123105625617661,2.23606797749979,4.58257569495584,6.782329983125268,7.681145747868608,6.708203932499369,3.605551275463989,7.0710678118654755,6.48074069840786,7.874007874011811,7.874007874011811,4.69041575982343,8.831760866327848,3.0,3.1622776601683795,8.602325267042627,11.090536506409418,6.708203932499369,5.196152422706632,5.0990195135927845,5.385164807134504,5.0990195135927845,6.324555320336759,9.1104335791443,2.23606797749979,,5.744562646538029,6.164414002968976,3.0,9.486832980505138,1.4142135623730951,7.0710678118654755,5.196152422706632,6.4031242374328485,5.477225575051661,6.48074069840786,5.0,6.48074069840786,4.58257569495584,5.0990195135927845,7.280109889280518,5.916079783099616,7.3484692283495345,9.899494936611665,3.1622776601683795,5.0990195135927845,7.14142842854285,4.47213595499958,5.916079783099616,8.306623862918075,5.656854249492381,7.810249675906654,6.6332495807108,7.54983443527075
pbs,5.0,9.1104335791443,5.656854249492381,9.0,9.0,5.656854249492381,9.1104335791443,5.0,9.433981132056603,5.385164807134504,9.539392014169456,8.602325267042627,4.123105625617661,8.602325267042627,6.708203932499369,7.211102550927978,6.4031242374328485,5.916079783099616,6.928203230275509,2.23606797749979,5.477225575051661,5.0,6.48074069840786,6.48074069840786,8.306623862918075,8.774964387392123,2.0,4.58257569495584,10.099504938362077,8.306623862918075,8.06225774829855,4.242640687119285,6.708203932499369,7.3484692283495345,1.7320508075688772,6.48074069840786,6.708203932499369,6.4031242374328485,4.123105625617661,1.4142135623730951,6.164414002968976,2.23606797749979,9.486832980505138,3.0,2.23606797749979,5.744562646538029,9.486832980505138,5.744562646538029,,7.810249675906654,8.246211251235321,7.681145747868608,12.409673645990857,1.0,10.44030650891055,7.14142842854285,10.677078252031311,7.3484692283495345,8.774964387392123,4.358898943540674,11.40175425099138,4.358898943540674,9.055385138137417,8.660254037844387,4.242640687119285,5.0990195135927845,8.54400374531753,5.744562646538029,8.660254037844387,8.660254037844387,7.0710678118654755,10.816653826391969,6.48074069840786,9.695359714832659,5.385164807134504,3.1622776601683795
peoplesdaily,3.7416573867739413,9.0,9.0,8.602325267042627,8.602325267042627,9.0,9.0,3.7416573867739413,7.874007874011811,7.0710678118654755,8.12403840463596,3.0,5.744562646538029,6.928203230275509,3.7416573867739413,2.0,9.0,8.12403840463596,10.44030650891055,9.1104335791443,2.449489742783178,8.246211251235321,7.0710678118654755,5.0990195135927845,8.12403840463596,10.295630140987,7.874007874011811,6.164414002968976,9.486832980505138,8.0,3.0,6.708203932499369,11.661903789690601,4.58257569495584,7.874007874011811,4.58257569495584,7.280109889280518,10.295630140987,7.54983443527075,9.695359714832659,5.0990195135927845,6.164414002968976,5.385164807134504,8.306623862918075,4.123105625617661,2.23606797749979,5.0,6.164414002968976,7.810249675906654,,5.0990195135927845,5.0,8.94427190999916,3.3166247903554,9.695359714832659,5.0,8.54400374531753,8.660254037844387,8.12403840463596,5.477225575051661,4.123105625617661,6.557438524302,7.615773105863909,6.557438524302,4.69041575982343,9.9498743710662,7.3484692283495345,7.0710678118654755,3.605551275463989,7.54983443527075,7.14142842854285,9.9498743710662,5.0990195135927845,9.0,8.12403840463596,10.295630140987
pjmedia,2.8284271247461903,5.656854249492381,8.602325267042627,9.848857801796104,9.848857801796104,8.602325267042627,5.656854249492381,2.8284271247461903,9.0,11.40175425099138,9.486832980505138,7.681145747868608,9.219544457292887,7.211102550927978,5.477225575051661,7.810249675906654,6.782329983125268,8.602325267042627,2.449489742783178,8.602325267042627,8.660254037844387,8.54400374531753,10.344080432788601,4.123105625617661,9.0,7.0,1.7320508075688772,9.0,5.656854249492381,7.0710678118654755,7.0,3.1622776601683795,3.1622776601683795,5.830951894845301,9.273618495495704,7.3484692283495345,6.48074069840786,6.4031242374328485,9.695359714832659,6.6332495807108,10.44030650891055,6.082762530298219,4.69041575982343,3.1622776601683795,5.477225575051661,5.0990195135927845,8.06225774829855,3.0,8.246211251235321,5.0990195135927845,,6.4031242374328485,4.123105625617661,2.8284271247461903,6.708203932499369,4.69041575982343,6.708203932499369,7.0710678118654755,4.898979485566356,7.3484692283495345,7.810249675906654,7.14142842854285,4.898979485566356,3.7416573867739413,7.681145747868608,3.7416573867739413,4.58257569495584,4.242640687119285,4.58257569495584,3.605551275463989,6.0,9.486832980505138,5.0990195135927845,4.242640687119285,4.123105625617661,7.3484692283495345
propublica,9.1104335791443,9.0,9.848857801796104,9.486832980505138,9.486832980505138,9.848857801796104,9.0,9.1104335791443,7.14142842854285,7.681145747868608,8.06225774829855,8.12403840463596,4.242640687119285,8.602325267042627,7.681145747868608,6.082762530298219,9.433981132056603,7.681145747868608,3.7416573867739413,6.708203932499369,6.0,2.8284271247461903,5.656854249492381,5.0990195135927845,4.242640687119285,6.4031242374328485,2.449489742783178,2.449489742783178,0.0,3.0,4.47213595499958,7.0710678118654755,7.0,5.916079783099616,1.7320508075688772,5.196152422706632,8.06225774829855,9.539392014169456,3.605551275463989,8.717797887081348,5.744562646538029,5.0,8.06225774829855,8.306623862918075,7.483314773547883,5.0990195135927845,9.0,9.486832980505138,7.681145747868608,5.0,6.4031242374328485,,7.0710678118654755,4.58257569495584,5.385164807134504,5.0990195135927845,9.433981132056603,3.1622776601683795,9.539392014169456,6.0,8.602325267042627,9.273618495495704,8.06225774829855,5.744562646538029,3.7416573867739413,7.3484692283495345,7.280109889280518,7.3484692283495345,4.358898943540674,10.488088481701515,8.18535277187245,7.810249675906654,3.1622776601683795,8.246211251235321,7.3484692283495345,10.488088481701515
psychologytoday,9.0,8.602325267042627,9.486832980505138,8.602325267042627,8.602325267042627,9.486832980505138,8.602325267042627,9.0,5.0,5.0990195135927845,9.899494936611665,5.830951894845301,9.273618495495704,5.0990195135927845,5.196152422706632,2.0,3.605551275463989,8.717797887081348,8.54400374531753,5.385164807134504,9.0,8.06225774829855,12.409673645990857,1.4142135623730951,7.483314773547883,9.695359714832659,9.9498743710662,8.717797887081348,8.06225774829855,9.9498743710662,1.0,9.433981132056603,6.782329983125268,5.0,4.47213595499958,7.14142842854285,5.477225575051661,5.0990195135927845,8.831760866327848,3.0,3.3166247903554,4.47213595499958,6.164414002968976,2.449489742783178,2.23606797749979,10.04987562112089,9.16515138991168,1.4142135623730951,12.409673645990857,8.94427190999916,4.123105625617661,7.0710678118654755,,5.0990195135927845,3.0,6.0,8.246211251235321,4.123105625617661,4.242640687119285,7.280109889280518,3.1622776601683795,9.433981132056603,1.0,5.744562646538029,4.47213595499958,5.830951894845301,6.708203932499369,6.4031242374328485,5.0990195135927845,6.4031242374328485,5.830951894845301,4.58257569495584,7.0710678118654755,5.656854249492381,8.54400374531753,9.0
rawstory,5.656854249492381,9.848857801796104,8.602325267042627,10.344080432788601,10.344080432788601,8.602325267042627,9.848857801796104,5.656854249492381,3.7416573867739413,9.433981132056603,4.69041575982343,7.0710678118654755,9.0,7.483314773547883,5.656854249492381,6.557438524302,6.782329983125268,3.4641016151377544,7.3484692283495345,3.605551275463989,5.385164807134504,9.0,4.358898943540674,8.06225774829855,10.63014581273465,8.54400374531753,3.7416573867739413,2.23606797749979,7.3484692283495345,5.385164807134504,1.0,5.0990195135927845,6.164414002968976,7.615773105863909,7.280109889280518,5.477225575051661,7.810249675906654,3.3166247903554,8.48528137423857,8.602325267042627,5.196152422706632,8.602325267042627,6.0,9.433981132056603,7.483314773547883,7.280109889280518,7.0710678118654755,7.0710678118654755,1.0,3.3166247903554,2.8284271247461903,4.58257569495584,5.0990195135927845,,4.47213595499958,7.615773105863909,5.744562646538029,4.898979485566356,6.324555320336759,4.58257569495584,6.782329983125268,4.58257569495584,8.602325267042627,4.58257569495584,7.280109889280518,6.4031242374328485,6.324555320336759,3.1622776601683795,5.0,5.744562646538029,6.48074069840786,5.744562646538029,5.0990195135927845,8.774964387392123,6.48074069840786,6.0
redstate,9.0,9.486832980505138,10.344080432788601,5.0,5.0,10.344080432788601,9.486832980505138,9.0,2.8284271247461903,7.874007874011811,5.385164807134504,8.306623862918075,9.539392014169456,9.486832980505138,11.445523142259598,3.3166247903554,4.123105625617661,4.0,6.4031242374328485,10.392304845413264,5.656854249492381,0.0,7.0710678118654755,7.3484692283495345,4.242640687119285,12.806248474865697,2.449489742783178,2.0,3.0,8.306623862918075,7.615773105863909,9.433981132056603,9.433981132056603,4.123105625617661,7.0,5.744562646538029,7.280109889280518,11.575836902790225,8.54400374531753,7.0,9.899494936611665,3.7416573867739413,3.605551275463989,9.273618495495704,4.58257569495584,7.3484692283495345,3.605551275463989,5.196152422706632,10.44030650891055,9.695359714832659,6.708203932499369,5.385164807134504,3.0,4.47213595499958,,4.58257569495584,3.1622776601683795,7.483314773547883,5.385164807134504,5.477225575051661,3.7416573867739413,2.23606797749979,6.164414002968976,3.605551275463989,7.211102550927978,5.196152422706632,5.385164807134504,6.4031242374328485,7.0710678118654755,5.477225575051661,4.123105625617661,3.0,7.0710678118654755,3.0,4.0,5.385164807134504
reuters,8.602325267042627,8.602325267042627,5.0,5.0,5.0,5.0,8.602325267042627,8.602325267042627,9.1104335791443,9.0,7.0710678118654755,9.539392014169456,8.602325267042627,9.0,6.557438524302,9.273618495495704,7.54983443527075,8.06225774829855,5.196152422706632,4.123105625617661,5.196152422706632,3.3166247903554,11.789826122551595,3.0,7.0710678118654755,3.7416573867739413,7.681145747868608,11.180339887498949,8.306623862918075,4.69041575982343,7.0710678118654755,10.295630140987,0.0,3.0,6.324555320336759,2.449489742783178,3.1622776601683795,2.23606797749979,10.198039027185569,11.180339887498949,4.123105625617661,6.164414002968976,10.63014581273465,8.246211251235321,7.211102550927978,7.280109889280518,5.0,6.4031242374328485,7.14142842854285,5.0,4.69041575982343,5.0990195135927845,6.0,7.615773105863909,4.58257569495584,,7.810249675906654,3.1622776601683795,4.123105625617661,7.54983443527075,3.7416573867739413,3.605551275463989,4.58257569495584,0.0,6.4031242374328485,3.1622776601683795,5.385164807134504,7.0710678118654755,4.0,7.0710678118654755,5.744562646538029,5.196152422706632,2.8284271247461903,5.0990195135927845,5.196152422706632,5.0990195135927845
