,aljazeera,alternet,americanconservative,americanthinker,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,newyorker,npr,nypost,nytimes,observerny,opednews,pbs,pjmedia,psychologytoday,rawstory,redstate,reuters,reveal,rt,slate,snopes,spectator,strategicculture,time,townhall,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
dailywire,8.0,12.884098726725126,5.830951894845301,10.0,10.0,5.830951894845301,12.884098726725126,8.0,6.782329983125268,20.223748416156685,12.409673645990857,15.297058540778355,18.973665961010276,14.422205101855956,13.74772708486752,11.224972160321824,10.344080432788601,12.727922061357855,10.295630140987,12.083045973594572,9.848857801796104,18.0,,11.357816691600547,1.4142135623730951,4.123105625617661,14.317821063276353,11.832159566199232,18.138357147217054,23.15167380558045,15.748015748023622,16.401219466856727,19.026297590440446,5.385164807134504,12.0,11.445523142259598,17.08800749063506,24.372115213907882,30.854497241083024,24.71841418861655,18.0,20.12461179749811,19.0,22.847319317591726,6.708203932499369,22.847319317591726,23.62202362203543,22.64950330581225,32.863353450309965,12.36931687685298,10.344080432788601,7.211102550927978,15.297058540778355,19.390719429665317,15.84297951775486,13.416407864998739,13.74772708486752,9.848857801796104,12.727922061357855,10.816653826391969,12.727922061357855,14.071247279470288,12.36931687685298,22.44994432064365,9.0,14.52583904633395
economist,12.041594578792296,15.811388300841896,10.0,12.041594578792296,12.041594578792296,10.0,15.811388300841896,12.041594578792296,13.45362404707371,16.0312195418814,14.0,17.233687939614086,31.89043743820395,21.0,14.696938456699069,19.209372712298546,7.874007874011811,16.15549442140351,7.810249675906654,22.825424421026653,12.727922061357855,20.12461179749811,11.357816691600547,,19.390719429665317,15.84297951775486,13.416407864998739,13.74772708486752,9.848857801796104,12.727922061357855,10.816653826391969,12.727922061357855,14.071247279470288,12.36931687685298,22.44994432064365,9.0,16.673332000533065,12.569805089976535,6.708203932499369,17.029386365926403,13.490737563232042,24.20743687382041,11.357816691600547,1.4142135623730951,4.123105625617661,14.317821063276353,11.832159566199232,18.138357147217054,23.15167380558045,15.748015748023622,16.401219466856727,19.026297590440446,5.385164807134504,12.0,11.445523142259598,17.08800749063506,24.372115213907882,30.854497241083024,24.71841418861655,18.0,20.12461179749811,19.0,22.847319317591726,6.708203932499369,22.847319317591726,23.62202362203543
federalist,12.529964086141668,5.830951894845301,12.041594578792296,21.213203435596427,21.213203435596427,12.041594578792296,5.830951894845301,12.529964086141668,8.0,23.853720883753127,5.0,16.15549442140351,14.696938456699069,18.0,15.0,23.62202362203543,10.677078252031311,19.87460691435179,22.0,15.652475842498529,10.816653826391969,19.0,1.4142135623730951,19.390719429665317,,17.944358444926362,31.240998703626616,16.09347693943108,7.211102550927978,9.848857801796104,19.1049731745428,17.60681686165901,20.223748416156685,29.765752132274432,20.445048300260872,21.656407827707714,24.331050121192877,10.44030650891055,12.569805089976535,12.0,0.0,10.344080432788601,7.211102550927978,15.297058540778355,19.390719429665317,15.84297951775486,13.416407864998739,13.74772708486752,9.848857801796104,12.727922061357855,10.816653826391969,12.727922061357855,14.071247279470288,12.36931687685298,22.44994432064365,9.0,16.673332000533065,12.569805089976535,6.708203932499369,17.029386365926403,13.490737563232042,24.20743687382041,11.357816691600547,1.4142135623730951,4.123105625617661,14.317821063276353
fox,12.884098726725126,10.0,21.213203435596427,8.0,8.0,21.213203435596427,10.0,12.884098726725126,12.529964086141668,5.830951894845301,28.844410203711913,16.97056274847714,18.973665961010276,6.0,8.48528137423857,15.297058540778355,4.123105625617661,24.08318915758459,15.132745950421556,15.937377450509228,12.727922061357855,22.847319317591726,4.123105625617661,15.84297951775486,17.944358444926362,,13.152946437965905,5.0,23.08679276123039,9.055385138137417,16.64331697709324,15.231546211727817,7.483314773547883,8.54400374531753,21.72556098240043,22.47220505424423,3.605551275463989,6.324555320336759,16.64331697709324,19.390719429665317,18.110770276274835,7.0710678118654755,18.110770276274835,18.110770276274835,8.660254037844387,22.360679774997898,17.944358444926362,31.240998703626616,16.09347693943108,7.211102550927978,9.848857801796104,19.1049731745428,17.60681686165901,20.223748416156685,29.765752132274432,20.445048300260872,21.656407827707714,24.331050121192877,10.44030650891055,12.569805089976535,12.0,0.0,10.344080432788601,7.211102550927978,15.297058540778355,19.390719429665317
freebeacon,15.811388300841896,12.041594578792296,8.0,11.40175425099138,11.40175425099138,8.0,12.041594578792296,15.811388300841896,8.0,13.0,11.40175425099138,21.840329667841555,16.15549442140351,6.708203932499369,7.810249675906654,16.15549442140351,23.280893453645632,21.93171219946131,20.445048300260872,23.727621035409346,14.071247279470288,6.708203932499369,14.317821063276353,13.416407864998739,31.240998703626616,13.152946437965905,,15.652475842498529,10.295630140987,4.242640687119285,19.849433241279208,8.06225774829855,15.297058540778355,13.74772708486752,5.0,6.0,20.12461179749811,18.973665961010276,0.0,3.0,15.297058540778355,17.233687939614086,20.904544960366874,17.0,17.233687939614086,25.475478405713993,17.0,16.911534525287763,13.152946437965905,5.0,23.08679276123039,9.055385138137417,16.64331697709324,15.231546211727817,7.483314773547883,8.54400374531753,21.72556098240043,22.47220505424423,3.605551275463989,6.324555320336759,16.64331697709324,19.390719429665317,18.110770276274835,7.0710678118654755,18.110770276274835,18.110770276274835
globalresearch,5.830951894845301,21.213203435596427,11.40175425099138,5.0,5.0,11.40175425099138,21.213203435596427,5.830951894845301,12.041594578792296,6.782329983125268,10.862780491200215,17.349351572897472,23.62202362203543,11.224972160321824,15.231546211727817,18.0,22.02271554554524,20.322401432901575,4.123105625617661,6.164414002968976,12.36931687685298,22.847319317591726,11.832159566199232,13.74772708486752,16.09347693943108,5.0,15.652475842498529,,11.224972160321824,5.385164807134504,16.55294535724685,15.297058540778355,24.698178070456937,13.601470508735444,4.242640687119285,6.708203932499369,14.730919862656235,13.416407864998739,16.15549442140351,22.44994432064365,16.97056274847714,17.233687939614086,21.213203435596427,3.0,3.605551275463989,20.445048300260872,14.071247279470288,15.748015748023622,23.62202362203543,14.071247279470288,15.652475842498529,10.295630140987,4.242640687119285,19.849433241279208,8.06225774829855,15.297058540778355,13.74772708486752,5.0,6.0,20.12461179749811,18.973665961010276,0.0,3.0,15.297058540778355,17.233687939614086,20.904544960366874
guardian,10.0,8.0,5.0,16.15549442140351,16.15549442140351,5.0,8.0,10.0,12.529964086141668,13.45362404707371,20.223748416156685,22.47220505424423,20.12461179749811,13.74772708486752,16.64331697709324,6.708203932499369,8.06225774829855,16.911534525287763,12.727922061357855,13.341664064126334,22.44994432064365,23.62202362203543,18.138357147217054,9.848857801796104,7.211102550927978,23.08679276123039,10.295630140987,11.224972160321824,,14.696938456699069,8.48528137423857,7.681145747868608,14.0,14.071247279470288,20.591260281974,12.449899597988733,6.0,6.708203932499369,13.0,11.224972160321824,16.15549442140351,18.49324200890693,15.297058540778355,15.0,18.973665961010276,3.0,16.97056274847714,18.681541692269406,7.615773105863909,11.224972160321824,2.8284271247461903,14.071247279470288,11.224972160321824,5.385164807134504,16.55294535724685,15.297058540778355,24.698178070456937,13.601470508735444,4.242640687119285,6.708203932499369,14.730919862656235,13.416407864998739,16.15549442140351,22.44994432064365,16.97056274847714,17.233687939614086
huffingtonpost,12.041594578792296,11.40175425099138,16.15549442140351,12.083045973594572,12.083045973594572,16.15549442140351,11.40175425099138,12.041594578792296,12.884098726725126,8.0,16.0312195418814,12.409673645990857,3.0,21.0,5.0,13.564659966250536,9.899494936611665,29.816103031751148,10.816653826391969,18.867962264113206,9.0,22.64950330581225,23.15167380558045,12.727922061357855,9.848857801796104,9.055385138137417,4.242640687119285,5.385164807134504,14.696938456699069,,12.68857754044952,9.0,3.0,9.273618495495704,9.219544457292887,17.233687939614086,22.20360331117452,17.72004514666935,13.74772708486752,14.696938456699069,11.661903789690601,15.0,8.48528137423857,15.0,16.15549442140351,14.696938456699069,24.919871588754223,8.48528137423857,4.242640687119285,15.297058540778355,17.69180601295413,11.661903789690601,8.48528137423857,5.0990195135927845,14.696938456699069,8.48528137423857,7.681145747868608,14.0,14.071247279470288,20.591260281974,12.449899597988733,6.0,6.708203932499369,13.0,11.224972160321824,16.15549442140351
independent,21.213203435596427,5.0,12.083045973594572,18.76166303929372,18.76166303929372,12.083045973594572,5.0,21.213203435596427,15.811388300841896,12.529964086141668,23.853720883753127,14.0,15.297058540778355,20.12461179749811,4.0,9.0,10.344080432788601,11.916375287812984,7.810249675906654,15.588457268119896,14.52583904633395,32.863353450309965,15.748015748023622,10.816653826391969,19.1049731745428,16.64331697709324,19.849433241279208,16.55294535724685,8.48528137423857,12.68857754044952,,20.8806130178211,17.029386365926403,31.04834939252005,20.8806130178211,21.79449471770337,20.784609690826528,11.40175425099138,16.1245154965971,8.660254037844387,16.0,13.0,17.349351572897472,9.695359714832659,30.215889859476256,22.93468988235943,14.212670403551895,15.132745950421556,2.0,19.924858845171276,9.0,10.816653826391969,16.15549442140351,18.76166303929372,17.349351572897472,3.0,12.68857754044952,9.0,3.0,9.273618495495704,9.219544457292887,17.233687939614086,22.20360331117452,17.72004514666935,13.74772708486752,14.696938456699069
infowars,8.0,16.15549442140351,18.76166303929372,8.0,8.0,18.76166303929372,16.15549442140351,8.0,5.830951894845301,8.0,5.830951894845301,5.0,17.233687939614086,18.973665961010276,18.681541692269406,20.784609690826528,14.7648230602334,19.849433241279208,4.242640687119285,17.435595774162696,14.866068747318506,12.36931687685298,16.401219466856727,12.727922061357855,17.60681686165901,15.231546211727817,8.06225774829855,15.297058540778355,7.681145747868608,9.0,20.8806130178211,,17.349351572897472,3.0,12.68857754044952,9.0,3.0,9.273618495495704,9.219544457292887,17.233687939614086,22.20360331117452,17.72004514666935,13.74772708486752,14.696938456699069,11.661903789690601,15.0,8.48528137423857,15.0,16.15549442140351,14.696938456699069,24.919871588754223,8.48528137423857,23.259406699226016,17.08800749063506,19.235384061671343,14.212670403551895,15.652475842498529,22.360679774997898,20.8806130178211,17.029386365926403,31.04834939252005,20.8806130178211,21.79449471770337,20.784609690826528,11.40175425099138,16.1245154965971
intercept,11.40175425099138,12.083045973594572,8.0,8.0,8.0,8.0,12.083045973594572,11.40175425099138,10.0,12.041594578792296,13.0,28.844410203711913,16.15549442140351,31.89043743820395,14.422205101855956,22.64950330581225,3.0,18.027756377319946,21.840329667841555,17.0,26.888659319497503,10.344080432788601,19.026297590440446,14.071247279470288,20.223748416156685,7.483314773547883,15.297058540778355,24.698178070456937,14.0,3.0,17.029386365926403,17.349351572897472,,26.795522013948524,25.709920264364882,10.816653826391969,20.024984394500787,16.15549442140351,10.816653826391969,19.339079605813716,15.524174696260024,24.55605831561735,18.681541692269406,24.289915602982237,21.0,21.213203435596427,19.849433241279208,21.0,17.4928556845359,10.816653826391969,23.430749027719962,21.213203435596427,27.65863337187866,15.297058540778355,23.259406699226016,0.0,9.0,10.816653826391969,16.15549442140351,18.76166303929372,17.349351572897472,3.0,12.68857754044952,9.0,3.0,9.273618495495704
jacobinmag,5.0,18.76166303929372,8.0,0.0,0.0,8.0,18.76166303929372,5.0,12.041594578792296,12.529964086141668,6.782329983125268,11.40175425099138,16.97056274847714,14.696938456699069,21.0,13.74772708486752,14.317821063276353,16.0,21.213203435596427,6.082762530298219,14.560219778561036,7.211102550927978,5.385164807134504,12.36931687685298,29.765752132274432,8.54400374531753,13.74772708486752,13.601470508735444,14.071247279470288,9.273618495495704,31.04834939252005,3.0,26.795522013948524,,14.212670403551895,15.652475842498529,22.360679774997898,20.8806130178211,17.029386365926403,31.04834939252005,20.8806130178211,21.79449471770337,20.784609690826528,11.40175425099138,16.1245154965971,8.660254037844387,16.0,13.0,17.349351572897472,9.695359714832659,30.215889859476256,22.93468988235943,14.212670403551895,15.132745950421556,2.0,19.924858845171276,11.224972160321824,26.40075756488817,11.224972160321824,15.0,18.24828759089466,23.430749027719962,26.795522013948524,25.709920264364882,10.816653826391969,20.024984394500787
lewrockwell,16.15549442140351,8.0,0.0,8.0,8.0,0.0,8.0,16.15549442140351,21.213203435596427,12.884098726725126,13.45362404707371,10.862780491200215,21.840329667841555,18.973665961010276,18.0,14.696938456699069,11.224972160321824,23.259406699226016,4.242640687119285,11.916375287812984,7.681145747868608,15.297058540778355,12.0,22.44994432064365,20.445048300260872,21.72556098240043,5.0,4.242640687119285,20.591260281974,9.219544457292887,20.8806130178211,12.68857754044952,25.709920264364882,14.212670403551895,,11.40175425099138,12.409673645990857,14.035668847618199,14.560219778561036,15.620499351813308,9.055385138137417,24.08318915758459,15.620499351813308,14.247806848775006,17.435595774162696,9.055385138137417,18.867962264113206,5.196152422706632,8.0,5.0,13.74772708486752,6.782329983125268,24.020824298928627,21.863211109075447,12.409673645990857,13.45362404707371,10.0,12.529964086141668,26.40075756488817,23.259406699226016,0.0,23.259406699226016,17.08800749063506,19.235384061671343,14.212670403551895,15.652475842498529
mintpress,12.083045973594572,8.0,8.0,22.47220505424423,22.47220505424423,8.0,8.0,12.083045973594572,8.0,15.811388300841896,8.0,20.223748416156685,17.349351572897472,16.15549442140351,6.0,15.0,19.209372712298546,10.344080432788601,6.708203932499369,13.0,9.899494936611665,19.390719429665317,11.445523142259598,9.0,21.656407827707714,22.47220505424423,6.0,6.708203932499369,12.449899597988733,17.233687939614086,21.79449471770337,9.0,10.816653826391969,15.652475842498529,11.40175425099138,,6.0,4.242640687119285,15.297058540778355,16.64331697709324,7.211102550927978,13.416407864998739,1.4142135623730951,18.0,13.416407864998739,7.681145747868608,17.435595774162696,12.727922061357855,24.08318915758459,10.344080432788601,0.0,3.0,14.317821063276353,11.224972160321824,19.209372712298546,23.62202362203543,15.297058540778355,16.15549442140351,18.0,6.708203932499369,8.0,22.47220505424423,17.349351572897472,8.0,17.349351572897472,10.0
motherjones,18.76166303929372,0.0,22.47220505424423,17.349351572897472,17.349351572897472,22.47220505424423,0.0,18.76166303929372,11.40175425099138,5.830951894845301,12.529964086141668,16.0312195418814,22.47220505424423,23.62202362203543,6.708203932499369,8.48528137423857,23.62202362203543,7.874007874011811,12.727922061357855,11.916375287812984,12.569805089976535,15.84297951775486,17.08800749063506,16.673332000533065,24.331050121192877,3.605551275463989,20.12461179749811,14.730919862656235,6.0,22.20360331117452,20.784609690826528,3.0,20.024984394500787,22.360679774997898,12.409673645990857,6.0,,13.74772708486752,6.0,4.242640687119285,15.297058540778355,16.64331697709324,7.211102550927978,13.416407864998739,1.4142135623730951,18.0,13.416407864998739,7.681145747868608,17.435595774162696,12.727922061357855,24.08318915758459,10.344080432788601,0.0,3.0,14.317821063276353,11.224972160321824,19.209372712298546,23.62202362203543,15.297058540778355,16.15549442140351,18.0,6.708203932499369,8.0,16.0,21.0,13.74772708486752
nationalreview,8.0,8.0,17.349351572897472,8.0,8.0,17.349351572897472,8.0,8.0,5.0,10.0,8.0,23.853720883753127,12.409673645990857,20.12461179749811,11.224972160321824,7.810249675906654,15.297058540778355,10.677078252031311,16.15549442140351,10.295630140987,14.035668847618199,13.416407864998739,24.372115213907882,12.569805089976535,10.44030650891055,6.324555320336759,18.973665961010276,13.416407864998739,6.708203932499369,17.72004514666935,11.40175425099138,9.273618495495704,16.15549442140351,20.8806130178211,14.035668847618199,4.242640687119285,13.74772708486752,,23.323807579381203,6.708203932499369,13.416407864998739,15.297058540778355,12.727922061357855,15.132745950421556,20.8806130178211,6.0,16.30950643030009,13.416407864998739,6.0,12.449899597988733,4.0,15.297058540778355,22.0,17.291616465790582,16.97056274847714,17.233687939614086,7.810249675906654,14.071247279470288,9.0,14.071247279470288,12.727922061357855,10.816653826391969,24.73863375370596,13.74772708486752,0.0,8.0
nbc,8.0,22.47220505424423,8.0,17.349351572897472,17.349351572897472,8.0,22.47220505424423,8.0,16.15549442140351,12.041594578792296,12.041594578792296,5.830951894845301,14.0,3.0,13.74772708486752,15.231546211727817,16.15549442140351,4.123105625617661,19.87460691435179,7.810249675906654,12.083045973594572,13.74772708486752,30.854497241083024,6.708203932499369,12.569805089976535,16.64331697709324,0.0,16.15549442140351,13.0,13.74772708486752,16.1245154965971,9.219544457292887,10.816653826391969,17.029386365926403,14.560219778561036,15.297058540778355,6.0,23.323807579381203,,13.45362404707371,19.6468827043885,13.45362404707371,5.830951894845301,4.0,20.0,21.840329667841555,8.602325267042627,13.784048752090222,4.898979485566356,16.186414056238647,13.784048752090222,9.219544457292887,19.6468827043885,17.944358444926362,25.019992006393608,15.524174696260024,5.830951894845301,7.810249675906654,18.138357147217054,15.620499351813308,19.313207915827967,23.83275057562597,20.0,20.223748416156685,21.587033144922902,5.0
newyorker,0.0,17.349351572897472,17.349351572897472,10.0,10.0,17.349351572897472,17.349351572897472,0.0,12.083045973594572,21.213203435596427,12.529964086141668,13.0,5.0,15.297058540778355,21.0,16.64331697709324,18.0,23.280893453645632,24.08318915758459,22.0,22.825424421026653,9.848857801796104,24.71841418861655,17.029386365926403,12.0,19.390719429665317,3.0,22.44994432064365,11.224972160321824,14.696938456699069,8.660254037844387,17.233687939614086,19.339079605813716,31.04834939252005,15.620499351813308,16.64331697709324,4.242640687119285,6.708203932499369,13.45362404707371,,16.55294535724685,9.38083151964686,23.769728648009426,9.38083151964686,7.0,5.0,20.223748416156685,22.090722034374522,10.04987562112089,11.0,7.810249675906654,9.848857801796104,11.0,6.164414002968976,17.349351572897472,19.313207915827967,26.92582403567252,18.16590212458495,9.219544457292887,11.661903789690601,16.97056274847714,17.349351572897472,13.564659966250536,22.737634001804146,20.223748416156685,20.0
npr,8.0,8.0,10.0,11.40175425099138,11.40175425099138,10.0,8.0,8.0,18.76166303929372,8.0,12.884098726725126,6.782329983125268,28.844410203711913,17.233687939614086,20.12461179749811,5.0,6.708203932499369,22.02271554554524,21.93171219946131,15.132745950421556,15.652475842498529,12.727922061357855,18.0,13.490737563232042,0.0,18.110770276274835,15.297058540778355,16.97056274847714,16.15549442140351,11.661903789690601,16.0,22.20360331117452,15.524174696260024,20.8806130178211,9.055385138137417,7.211102550927978,15.297058540778355,13.416407864998739,19.6468827043885,16.55294535724685,,13.0,21.213203435596427,14.696938456699069,13.0,14.696938456699069,6.708203932499369,6.708203932499369,13.74772708486752,15.231546211727817,9.848857801796104,13.74772708486752,4.123105625617661,20.12461179749811,13.74772708486752,9.899494936611665,17.0,10.816653826391969,21.93171219946131,7.874007874011811,3.0,0.0,13.564659966250536,9.0,20.784609690826528,22.64950330581225
nypost,22.47220505424423,17.349351572897472,11.40175425099138,12.409673645990857,12.409673645990857,11.40175425099138,17.349351572897472,22.47220505424423,8.0,11.40175425099138,15.811388300841896,13.45362404707371,11.40175425099138,16.15549442140351,18.973665961010276,4.0,13.564659966250536,8.06225774829855,20.322401432901575,20.445048300260872,15.937377450509228,10.816653826391969,20.12461179749811,24.20743687382041,10.344080432788601,7.0710678118654755,17.233687939614086,17.233687939614086,18.49324200890693,15.0,13.0,17.72004514666935,24.55605831561735,21.79449471770337,24.08318915758459,13.416407864998739,16.64331697709324,15.297058540778355,13.45362404707371,9.38083151964686,13.0,,11.40175425099138,19.235384061671343,18.24828759089466,10.816653826391969,19.235384061671343,10.816653826391969,4.242640687119285,0.0,16.97056274847714,18.681541692269406,7.615773105863909,11.224972160321824,2.8284271247461903,14.071247279470288,11.224972160321824,5.385164807134504,16.55294535724685,15.297058540778355,24.698178070456937,13.601470508735444,4.242640687119285,6.708203932499369,14.730919862656235,13.416407864998739
nytimes,17.349351572897472,10.0,12.409673645990857,14.035668847618199,14.035668847618199,12.409673645990857,10.0,17.349351572897472,8.0,5.0,5.830951894845301,8.0,10.862780491200215,16.97056274847714,31.89043743820395,18.681541692269406,9.0,9.899494936611665,16.911534525287763,4.123105625617661,23.727621035409346,12.727922061357855,19.0,11.357816691600547,7.211102550927978,18.110770276274835,20.904544960366874,21.213203435596427,15.297058540778355,8.48528137423857,17.349351572897472,13.74772708486752,18.681541692269406,20.784609690826528,15.620499351813308,1.4142135623730951,7.211102550927978,12.727922061357855,5.830951894845301,23.769728648009426,21.213203435596427,11.40175425099138,,11.313708498984761,8.0,11.313708498984761,30.083217912982647,23.600847442411894,11.313708498984761,23.600847442411894,16.1245154965971,15.556349186104045,16.30950643030009,16.15549442140351,14.560219778561036,22.360679774997898,12.727922061357855,28.91366458960192,22.360679774997898,17.74823934929885,23.664319132398465,12.083045973594572,26.0,8.660254037844387,11.313708498984761,9.433981132056603
