,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,truthdig,usatoday,vice,vox,wapo,wsj
huffingtonpost,60.59869892038341,90.18370013494467,74.65442273417506,86.11765559851757,86.11765559851757,74.65442273417506,90.18370013494467,60.59869892038341,93.0588277992588,92.68336207140476,70.64213276976082,57.77849782098372,67.77355282975994,56.46754146080411,86.7086671508113,58.0328465342071,55.07560479208904,65.60401895893501,89.39718432612673,66.87251282013307,70.55110040483402,58.93547147218183,58.288746197337225,56.344741615901064,46.58353196049138,86.11765559851757,100.0,69.74413182725523,48.574912595494524,53.37975185101185,57.27434261810353,48.00551832937459,37.70107290718011,54.07388859505473,65.14023198407372,73.61948678444523,42.481731791280495,68.44501077874139,82.22794822168429,42.668177235509695,83.63950022490779,57.27434261810353,38.87212826905013,88.43137966543131,92.68336207140476,69.92158713012141,65.14023198407372,56.77606737954388,86.11765559851757,68.44501077874139,65.29413899629394,83.47670517273845,58.5462255330243
infowars,49.098070527897775,64.53128168954052,86.11765559851757,56.77606737954388,56.77606737954388,86.11765559851757,64.53128168954052,49.098070527897775,96.72790004498155,52.3575055175118,76.63253236019752,57.71514969506818,69.13107076215275,68.44501077874139,59.59254632331019,46.985921630633634,76.74736090592295,90.18370013494467,84.47906711561083,86.50878626788017,69.74413182725523,87.54021458143603,54.54253464702508,53.66771166687151,42.71488341252054,68.44501077874139,69.74413182725523,100.0,56.77606737954388,70.64213276976082,49.626661482439836,56.10017242842855,58.5462255330243,49.467503618184885,42.156898327156554,60.19318599644665,66.23230894309214,76.86275933086262,48.574912595494524,69.30498160652793,85.9261659403279,43.609650467986874,81.2032168226623,58.5462255330243,39.39986077852898,81.7817184788306,47.18826617955006,43.99067070674667,56.03924272863898,55.07560479208904,69.74413182725523,48.574912595494524,53.37975185101185
intercept,93.0588277992588,74.65442273417506,56.77606737954388,55.07560479208904,55.07560479208904,56.77606737954388,74.65442273417506,93.0588277992588,85.18493734841294,85.73724696291063,86.31182382406062,64.60682750121278,88.43137966543131,79.17648339777637,91.65774923946745,44.470622394070304,61.701051948629946,79.17648339777637,52.5263512742019,81.2032168226623,55.43452714881531,70.55110040483402,43.514796995511794,69.13107076215275,39.79869600962677,65.29413899629394,48.574912595494524,56.77606737954388,100.0,90.18370013494467,86.11765559851757,74.86652334390904,92.32624540163198,88.43137966543131,85.73724696291063,95.37255186617253,53.37975185101185,60.93984214730417,77.09530031487091,69.56771127565096,57.52567219503126,80.23153290665772,64.60682750121278,83.47670517273845,55.43452714881531,85.73724696291063,92.68336207140476,40.28977899466999,78.2953443453301,48.21184645147368,44.954758727717724,57.27434261810353,56.77606737954388
lewrockwell,90.18370013494467,86.11765559851757,55.07560479208904,65.14023198407372,65.14023198407372,55.07560479208904,86.11765559851757,90.18370013494467,43.184056886618926,29.706945646358307,73.51821764733582,39.79869600962677,54.13220749020478,57.71514969506818,79.30542282081444,67.52533519203436,87.97753708423154,59.99197082725847,71.47449392582126,79.17648339777637,96.72790004498155,74.5490352639489,64.91063717737747,62.62064374430807,41.83387889381298,83.47670517273845,53.37975185101185,70.64213276976082,90.18370013494467,100.0,87.54021458143603,79.04833747071848,74.65442273417506,68.78615581953284,89.91471060908508,79.17648339777637,74.86652334390904,88.66511326092844,64.91063717737747,58.80531416156176,69.13107076215275,66.23230894309214,54.837907920161214,75.40477579827355,64.60682750121278,87.97753708423154,61.07713662431957,74.86652334390904,51.85452095955154,50.32223751362079,78.92097056791478,43.65713708654133,90.18370013494467
mintpress,64.53128168954052,56.77606737954388,65.14023198407372,44.23013024409141,44.23013024409141,65.14023198407372,56.77606737954388,64.53128168954052,60.59869892038341,96.72790004498155,100.0,79.17648339777637,76.74736090592295,59.06604264065884,62.33530100583307,75.08042916287204,54.48369000704547,88.43137966543131,82.53176636589998,95.9925123614105,69.92158713012141,58.288746197337225,53.89937456006816,50.430115518215366,52.30135641790498,58.5462255330243,57.27434261810353,49.626661482439836,86.11765559851757,87.54021458143603,100.0,55.79636376831898,51.13712759378684,65.60401895893501,64.53128168954052,79.17648339777637,57.337036206360594,62.26430245273031,66.87251282013307,56.90009613627778,40.875408291018644,58.740389478505264,74.5490352639489,81.2032168226623,47.54424725811911,78.05008621421428,88.43137966543131,50.809551596547095,83.31549847893488,66.87251282013307,86.11765559851757,54.13220749020478,52.30135641790498
motherjones,74.65442273417506,55.07560479208904,44.23013024409141,76.63253236019752,76.63253236019752,44.23013024409141,55.07560479208904,74.65442273417506,49.098070527897775,93.0588277992588,19.950497114563127,72.91855412056492,72.0431657292691,45.93603597989274,62.62064374430807,88.2022758337376,81.2032168226623,72.0431657292691,76.86275933086262,55.55481204523883,79.69715371057988,95.37255186617253,91.34283725407558,74.13177852601804,59.394307421159766,44.954758727717724,48.00551832937459,56.10017242842855,74.86652334390904,79.04833747071848,55.79636376831898,100.0,46.58353196049138,86.11765559851757,73.51821764733582,95.37255186617253,90.18370013494467,80.09659299822333,88.43137966543131,89.39718432612673,90.74510373234504,90.18370013494467,50.16085832574409,62.052103792799485,82.37920247680829,73.72114617304926,57.39982205906211,85.18493734841294,68.44501077874139,79.17648339777637,58.288746197337225,90.74510373234504,59.99197082725847
nationalreview,86.11765559851757,65.14023198407372,76.63253236019752,64.08134338628993,64.08134338628993,76.63253236019752,65.14023198407372,86.11765559851757,93.0588277992588,96.72790004498155,92.68336207140476,92.68336207140476,52.3575055175118,39.39986077852898,90.18370013494467,65.99533978278531,52.07741789299122,69.92158713012141,67.77355282975994,55.254706084068175,86.50878626788017,84.30755988829243,55.49462896018209,59.5263588036405,30.974975831542785,57.77849782098372,37.70107290718011,58.5462255330243,92.32624540163198,74.65442273417506,51.13712759378684,46.58353196049138,100.0,72.0431657292691,44.37430076468648,83.47670517273845,70.73344828561903,95.9925123614105,93.0588277992588,80.23153290665772,85.73724696291063,92.68336207140476,92.32624540163198,88.43137966543131,49.57355304542539,64.60682750121278,83.15583453939496,74.44408238678304,60.46306581331544,84.30755988829243,68.19155297838017,76.63253236019752,55.97839736073509
nbc,56.77606737954388,44.23013024409141,64.08134338628993,94.33255663046423,94.33255663046423,64.08134338628993,44.23013024409141,56.77606737954388,90.18370013494467,85.18493734841294,52.3575055175118,70.64213276976082,69.92158713012141,59.99197082725847,64.60682750121278,70.27967623763807,41.37550993724744,57.77849782098372,82.68567450815114,71.380813850743,70.9169394469065,78.92097056791478,64.53128168954052,93.0588277992588,58.09667494143695,52.245273337296226,54.07388859505473,49.467503618184885,88.43137966543131,68.78615581953284,65.60401895893501,86.11765559851757,72.0431657292691,100.0,25.492336884351076,83.47670517273845,27.67992865403075,72.0431657292691,81.34616021409988,53.609976705740166,49.098070527897775,40.46935901341151,69.74413182725523,53.2078265663297,48.993009674177976,67.60786306320767,57.21174088873189,32.108853973589135,41.37550993724744,36.678313554485385,31.324865563031047,47.18826617955006,35.46410125379265
neweasternoutlook,55.07560479208904,76.63253236019752,94.33255663046423,100.0,100.0,94.33255663046423,76.63253236019752,55.07560479208904,64.53128168954052,43.184056886618926,85.73724696291063,76.63253236019752,57.77849782098372,81.92923735624956,86.11765559851757,48.574912595494524,45.98556779424933,100.0,69.92158713012141,64.60682750121278,42.11064234081777,91.65774923946745,94.33255663046423,55.31456603583993,68.52995033852136,42.668177235509695,65.14023198407372,42.156898327156554,85.73724696291063,89.91471060908508,64.53128168954052,73.51821764733582,44.37430076468648,25.492336884351076,100.0,49.467503618184885,49.15068235536436,83.80393153160384,52.30135641790498,80.09659299822333,90.460271283581,65.83827354181504,60.59869892038341,58.09667494143695,78.66851810318029,63.49005004938866,61.701051948629946,75.2961870839539,62.836088514306134,44.61541893154305,57.337036206360594,55.07560479208904,39.79869600962677
npr,65.14023198407372,64.08134338628993,100.0,84.30755988829243,84.30755988829243,100.0,64.08134338628993,65.14023198407372,74.65442273417506,60.59869892038341,29.706945646358307,86.31182382406062,57.71514969506818,67.77355282975994,90.460271283581,49.839657525357275,51.301741893447364,55.49462896018209,72.81989643179065,51.798957780022256,67.19729994922696,96.72790004498155,83.63950022490779,76.86275933086262,41.01137916868797,63.4168103570238,73.61948678444523,60.19318599644665,95.37255186617253,79.17648339777637,79.17648339777637,95.37255186617253,83.47670517273845,83.47670517273845,49.467503618184885,100.0,44.3262024424831,74.44408238678304,72.0431657292691,41.10220080966804,80.09659299822333,44.61541893154305,47.748753895375074,45.39415127293207,43.184056886618926,52.75241755275506,45.052097868907346,45.54140326789554,44.61541893154305,43.942901547280364,54.837907920161214,49.41456227691635,48.83582289069872
nypost,44.23013024409141,94.33255663046423,84.30755988829243,78.92097056791478,78.92097056791478,84.30755988829243,94.33255663046423,44.23013024409141,86.11765559851757,49.098070527897775,96.72790004498155,73.51821764733582,64.60682750121278,69.13107076215275,56.46754146080411,65.60401895893501,47.18826617955006,58.0328465342071,55.01606282399917,76.17875275875589,95.37255186617253,81.4902074646901,83.80393153160384,69.0444817302466,88.2022758337376,50.32223751362079,42.481731791280495,66.23230894309214,53.37975185101185,74.86652334390904,57.337036206360594,90.18370013494467,70.73344828561903,27.67992865403075,49.15068235536436,44.3262024424831,100.0,71.00912053632923,76.74736090592295,70.36987469682589,69.47988341994812,59.00070507735315,57.337036206360594,69.92158713012141,60.32789641324954,85.18493734841294,85.18493734841294,97.68627593308626,72.0431657292691,80.92054256716199,87.54021458143603,72.91855412056492,43.847485140436206
nytimes,76.63253236019752,100.0,78.92097056791478,91.65774923946745,91.65774923946745,78.92097056791478,100.0,76.63253236019752,56.77606737954388,93.0588277992588,93.0588277992588,100.0,39.79869600962677,88.43137966543131,68.44501077874139,86.7086671508113,47.54424725811911,72.81989643179065,89.39718432612673,61.214917104043046,89.39718432612673,45.149609750772925,90.460271283581,64.08134338628993,46.58353196049138,95.37255186617253,68.44501077874139,76.86275933086262,60.93984214730417,88.66511326092844,62.26430245273031,80.09659299822333,95.9925123614105,72.0431657292691,83.80393153160384,74.44408238678304,71.00912053632923,100.0,66.87251282013307,74.86652334390904,85.73724696291063,58.5462255330243,57.27434261810353,65.29413899629394,46.58353196049138,76.86275933086262,64.53128168954052,95.37255186617253,96.72790004498155,86.50878626788017,79.17648339777637,89.39718432612673,100.0
pbs,64.08134338628993,84.30755988829243,91.65774923946745,96.72790004498155,96.72790004498155,91.65774923946745,84.30755988829243,64.08134338628993,55.07560479208904,90.18370013494467,96.72790004498155,19.950497114563127,79.17648339777637,54.13220749020478,79.17648339777637,59.59254632331019,58.0328465342071,65.91671618599466,81.2032168226623,90.74510373234504,58.288746197337225,67.19729994922696,95.37255186617253,58.0328465342071,86.31182382406062,49.94649543680466,82.22794822168429,48.574912595494524,77.09530031487091,64.91063717737747,66.87251282013307,88.43137966543131,93.0588277992588,81.34616021409988,52.30135641790498,72.0431657292691,76.74736090592295,66.87251282013307,100.0,94.82635570520361,67.77355282975994,79.69715371057988,89.39718432612673,59.394307421159766,58.224624324274885,69.8327289960014,49.098070527897775,81.34616021409988,69.47988341994812,97.68627593308626,93.0588277992588,85.18493734841294,83.63950022490779
pjmedia,94.33255663046423,78.92097056791478,96.72790004498155,81.4902074646901,81.4902074646901,96.72790004498155,78.92097056791478,94.33255663046423,65.14023198407372,64.53128168954052,85.18493734841294,92.68336207140476,72.91855412056492,76.74736090592295,57.71514969506818,91.65774923946745,46.985921630633634,55.07560479208904,44.470622394070304,56.10017242842855,93.0588277992588,88.2022758337376,85.73724696291063,84.30755988829243,81.4902074646901,65.29413899629394,42.668177235509695,69.30498160652793,69.56771127565096,58.80531416156176,56.90009613627778,89.39718432612673,80.23153290665772,53.609976705740166,80.09659299822333,41.10220080966804,70.36987469682589,74.86652334390904,94.82635570520361,100.0,92.32624540163198,90.74510373234504,66.87251282013307,74.86652334390904,85.73724696291063,58.5462255330243,57.27434261810353,65.29413899629394,46.58353196049138,76.86275933086262,64.53128168954052,95.37255186617253,96.72790004498155
rawstory,100.0,91.65774923946745,81.4902074646901,45.149609750772925,45.149609750772925,81.4902074646901,91.65774923946745,100.0,44.23013024409141,74.65442273417506,43.184056886618926,52.3575055175118,92.68336207140476,72.0431657292691,59.06604264065884,79.30542282081444,44.470622394070304,76.74736090592295,65.60401895893501,79.17648339777637,83.31549847893488,78.17237080795053,47.442292346098505,67.77355282975994,76.63253236019752,43.65713708654133,83.63950022490779,85.9261659403279,57.52567219503126,69.13107076215275,40.875408291018644,90.74510373234504,85.73724696291063,49.098070527897775,90.460271283581,80.09659299822333,69.47988341994812,85.73724696291063,67.77355282975994,92.32624540163198,100.0,9.232395481765698,28.686234814553135,28.723778257631828,52.3575055175118,33.14178125857501,27.016765880602645,63.71065599624735,58.224624324274885,19.05271760728101,56.714186270377844,24.351483340351344,24.88410097098018
redstate,84.30755988829243,96.72790004498155,45.149609750772925,67.19729994922696,67.19729994922696,45.149609750772925,96.72790004498155,84.30755988829243,76.63253236019752,86.11765559851757,60.59869892038341,85.73724696291063,70.64213276976082,52.3575055175118,45.93603597989274,62.33530100583307,67.52533519203436,61.701051948629946,90.18370013494467,89.39718432612673,61.214917104043046,62.33530100583307,64.08134338628993,64.53128168954052,67.77355282975994,44.7605950162836,57.27434261810353,43.609650467986874,80.23153290665772,66.23230894309214,58.740389478505264,90.18370013494467,92.68336207140476,40.46935901341151,65.83827354181504,44.61541893154305,59.00070507735315,58.5462255330243,79.69715371057988,90.74510373234504,9.232395481765698,100.0,73.61948678444523,62.836088514306134,92.32624540163198,95.37255186617253,61.491956956825376,86.50878626788017,96.72790004498155,53.437201346832495,52.30135641790498,79.17648339777637,45.98556779424933
reuters,78.92097056791478,81.4902074646901,67.19729994922696,88.2022758337376,88.2022758337376,67.19729994922696,81.4902074646901,78.92097056791478,64.08134338628993,56.77606737954388,49.098070527897775,29.706945646358307,76.63253236019752,69.92158713012141,39.39986077852898,62.62064374430807,75.08042916287204,87.97753708423154,79.17648339777637,84.47906711561083,66.87251282013307,85.9261659403279,86.50878626788017,81.34616021409988,97.68627593308626,46.78434646098404,38.87212826905013,81.2032168226623,64.60682750121278,54.837907920161214,74.5490352639489,50.16085832574409,92.32624540163198,69.74413182725523,60.59869892038341,47.748753895375074,57.337036206360594,57.27434261810353,89.39718432612673,66.87251282013307,28.686234814553135,73.61948678444523,100.0,39.887685421157705,50.91850067472337,49.94649543680466,55.31456603583993,53.84134983547821,36.42519454492241,61.84108513432398,57.337036206360594,36.8476231795445,31.324865563031047
rt,91.65774923946745,45.149609750772925,88.2022758337376,78.17237080795053,78.17237080795053,88.2022758337376,45.149609750772925,91.65774923946745,94.33255663046423,55.07560479208904,93.0588277992588,96.72790004498155,86.31182382406062,57.77849782098372,59.99197082725847,90.18370013494467,88.2022758337376,54.48369000704547,59.99197082725847,52.5263512742019,86.50878626788017,70.55110040483402,76.74736090592295,63.343716998149176,79.17648339777637,44.23013024409141,88.43137966543131,58.5462255330243,83.47670517273845,75.40477579827355,81.2032168226623,62.052103792799485,88.43137966543131,53.2078265663297,58.09667494143695,45.39415127293207,69.92158713012141,65.29413899629394,59.394307421159766,74.86652334390904,28.723778257631828,62.836088514306134,39.887685421157705,100.0,91.65774923946745,48.83582289069872,63.4168103570238,48.574912595494524,89.91471060908508,89.65271141040722,71.380813850743,75.73345726396644,84.30755988829243
slate,96.72790004498155,67.19729994922696,78.17237080795053,62.33530100583307,62.33530100583307,78.17237080795053,67.19729994922696,96.72790004498155,100.0,65.14023198407372,90.18370013494467,93.0588277992588,73.51821764733582,57.71514969506818,81.92923735624956,64.60682750121278,65.99533978278531,81.2032168226623,88.43137966543131,71.47449392582126,81.2032168226623,69.74413182725523,58.93547147218183,46.73407185974886,76.86275933086262,56.77606737954388,92.68336207140476,39.39986077852898,55.43452714881531,64.60682750121278,47.54424725811911,82.37920247680829,49.57355304542539,48.993009674177976,78.66851810318029,43.184056886618926,60.32789641324954,46.58353196049138,58.224624324274885,85.73724696291063,52.3575055175118,92.32624540163198,50.91850067472337,91.65774923946745,100.0,20.892288753960752,25.81636304794237,63.4168103570238,48.62698864672996,34.51711242385158,23.752347598184976,25.92468674206473,34.80387026896625
spectator,81.4902074646901,88.2022758337376,62.33530100583307,85.9261659403279,85.9261659403279,62.33530100583307,88.2022758337376,81.4902074646901,84.30755988829243,44.23013024409141,64.53128168954052,96.72790004498155,100.0,64.60682750121278,67.77355282975994,86.11765559851757,70.27967623763807,52.07741789299122,72.0431657292691,82.53176636589998,79.17648339777637,55.43452714881531,87.54021458143603,58.288746197337225,94.33255663046423,44.37430076468648,69.92158713012141,81.7817184788306,85.73724696291063,87.97753708423154,78.05008621421428,73.72114617304926,64.60682750121278,67.60786306320767,63.49005004938866,52.75241755275506,85.18493734841294,76.86275933086262,69.8327289960014,58.5462255330243,33.14178125857501,95.37255186617253,49.94649543680466,48.83582289069872,20.892288753960752,100.0,93.0588277992588,96.72790004498155,85.18493734841294,43.184056886618926,60.59869892038341,49.098070527897775,93.0588277992588
strategicculture,45.149609750772925,78.17237080795053,85.9261659403279,70.55110040483402,70.55110040483402,85.9261659403279,78.17237080795053,45.149609750772925,78.92097056791478,76.63253236019752,74.65442273417506,85.18493734841294,19.950497114563127,39.79869600962677,69.13107076215275,90.460271283581,48.574912595494524,41.37550993724744,69.92158713012141,76.86275933086262,95.9925123614105,96.72790004498155,70.55110040483402,54.54253464702508,56.344741615901064,43.70466376131162,65.14023198407372,47.18826617955006,92.68336207140476,61.07713662431957,88.43137966543131,57.39982205906211,83.15583453939496,57.21174088873189,61.701051948629946,45.052097868907346,85.18493734841294,64.53128168954052,49.098070527897775,57.27434261810353,27.016765880602645,61.491956956825376,55.31456603583993,63.4168103570238,25.81636304794237,93.0588277992588,100.0,75.84401156437751,76.17875275875589,75.84401156437751,88.2022758337376,61.84108513432398,57.77849782098372
truthdig,67.19729994922696,62.33530100583307,70.55110040483402,69.74413182725523,69.74413182725523,70.55110040483402,62.33530100583307,67.19729994922696,91.65774923946745,64.08134338628993,86.11765559851757,43.184056886618926,92.68336207140476,79.17648339777637,88.43137966543131,56.46754146080411,49.839657525357275,45.98556779424933,57.77849782098372,67.77355282975994,55.55481204523883,69.92158713012141,74.5490352639489,43.514796995511794,53.66771166687151,46.58353196049138,56.77606737954388,43.99067070674667,40.28977899466999,74.86652334390904,50.809551596547095,85.18493734841294,74.44408238678304,32.108853973589135,75.2961870839539,45.54140326789554,97.68627593308626,95.37255186617253,81.34616021409988,65.29413899629394,63.71065599624735,86.50878626788017,53.84134983547821,48.574912595494524,63.4168103570238,96.72790004498155,75.84401156437751,100.0,31.67654708363008,87.54021458143603,92.68336207140476,87.54021458143603,82.37920247680829
usatoday,88.2022758337376,85.9261659403279,69.74413182725523,55.43452714881531,55.43452714881531,69.74413182725523,85.9261659403279,88.2022758337376,96.72790004498155,94.33255663046423,56.77606737954388,60.59869892038341,52.3575055175118,72.91855412056492,54.13220749020478,68.44501077874139,65.60401895893501,51.301741893447364,100.0,82.68567450815114,55.254706084068175,79.69715371057988,58.288746197337225,64.91063717737747,69.13107076215275,42.71488341252054,86.11765559851757,56.03924272863898,78.2953443453301,51.85452095955154,83.31549847893488,68.44501077874139,60.46306581331544,41.37550993724744,62.836088514306134,44.61541893154305,72.0431657292691,96.72790004498155,69.47988341994812,46.58353196049138,58.224624324274885,96.72790004498155,36.42519454492241,89.91471060908508,48.62698864672996,85.18493734841294,76.17875275875589,31.67654708363008,100.0,90.74510373234504,24.351483340351344,76.86275933086262,81.34616021409988
vice,78.17237080795053,70.55110040483402,55.43452714881531,96.72790004498155,96.72790004498155,55.43452714881531,70.55110040483402,78.17237080795053,81.4902074646901,100.0,55.07560479208904,49.098070527897775,85.73724696291063,92.68336207140476,76.74736090592295,79.17648339777637,86.7086671508113,47.18826617955006,55.49462896018209,69.92158713012141,71.380813850743,86.50878626788017,95.37255186617253,53.89937456006816,62.62064374430807,39.79869600962677,68.44501077874139,55.07560479208904,48.21184645147368,50.32223751362079,66.87251282013307,79.17648339777637,84.30755988829243,36.678313554485385,44.61541893154305,43.942901547280364,80.92054256716199,86.50878626788017,97.68627593308626,76.86275933086262,19.05271760728101,53.437201346832495,61.84108513432398,89.65271141040722,34.51711242385158,43.184056886618926,75.84401156437751,87.54021458143603,90.74510373234504,100.0,64.68253490875809,62.052103792799485,43.231187498723045
vox,62.33530100583307,69.74413182725523,96.72790004498155,58.48170600064711,58.48170600064711,96.72790004498155,69.74413182725523,62.33530100583307,45.149609750772925,84.30755988829243,65.14023198407372,93.0588277992588,29.706945646358307,70.64213276976082,72.0431657292691,57.71514969506818,59.59254632331019,47.54424725811911,58.0328465342071,72.81989643179065,64.60682750121278,70.9169394469065,84.30755988829243,91.34283725407558,50.430115518215366,41.83387889381298,65.29413899629394,69.74413182725523,44.954758727717724,78.92097056791478,86.11765559851757,58.288746197337225,68.19155297838017,31.324865563031047,57.337036206360594,54.837907920161214,87.54021458143603,79.17648339777637,93.0588277992588,64.53128168954052,56.714186270377844,52.30135641790498,57.337036206360594,71.380813850743,23.752347598184976,60.59869892038341,88.2022758337376,92.68336207140476,24.351483340351344,64.68253490875809,100.0,100.0,49.839657525357275
wapo,85.9261659403279,55.43452714881531,58.48170600064711,80.23153290665772,80.23153290665772,58.48170600064711,55.43452714881531,85.9261659403279,67.19729994922696,78.92097056791478,44.23013024409141,90.18370013494467,96.72790004498155,76.63253236019752,52.3575055175118,59.06604264065884,91.65774923946745,58.0328465342071,72.81989643179065,55.01606282399917,51.798957780022256,42.11064234081777,78.92097056791478,55.49462896018209,74.13177852601804,52.30135641790498,83.47670517273845,48.574912595494524,57.27434261810353,43.65713708654133,54.13220749020478,90.74510373234504,76.63253236019752,47.18826617955006,55.07560479208904,49.41456227691635,72.91855412056492,89.39718432612673,85.18493734841294,95.37255186617253,24.351483340351344,79.17648339777637,36.8476231795445,75.73345726396644,25.92468674206473,49.098070527897775,61.84108513432398,87.54021458143603,76.86275933086262,62.052103792799485,100.0,100.0,34.31305182458564
wsj,70.55110040483402,96.72790004498155,80.23153290665772,49.89304800613361,49.89304800613361,80.23153290665772,96.72790004498155,70.55110040483402,88.2022758337376,91.65774923946745,76.63253236019752,64.53128168954052,93.0588277992588,86.31182382406062,69.92158713012141,45.93603597989274,79.30542282081444,46.985921630633634,65.91671618599466,89.39718432612673,76.17875275875589,67.19729994922696,91.65774923946745,64.53128168954052,59.5263588036405,59.394307421159766,58.5462255330243,53.37975185101185,56.77606737954388,90.18370013494467,52.30135641790498,59.99197082725847,55.97839736073509,35.46410125379265,39.79869600962677,48.83582289069872,43.847485140436206,100.0,83.63950022490779,96.72790004498155,24.88410097098018,45.98556779424933,31.324865563031047,84.30755988829243,34.80387026896625,93.0588277992588,57.77849782098372,82.37920247680829,81.34616021409988,43.231187498723045,49.839657525357275,34.31305182458564,100.0
