,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,foreignaffairs,fox,freebeacon,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,jpost,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,shadowproof,slate,spectator,strategicculture,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
nypost,24.06241883103193,7.211102550927978,17.029386365926403,28.722813232690143,28.722813232690143,17.029386365926403,7.211102550927978,24.06241883103193,25.495097567963924,17.029386365926403,28.337254630609507,12.24744871391589,21.6794833886788,14.798648586948742,10.04987562112089,9.433981132056603,31.906112267087632,7.0710678118654755,25.019992006393608,16.431676725154983,7.810249675906654,18.275666882497067,19.026297590440446,26.49528259898354,15.588457268119896,13.564659966250536,19.339079605813716,6.4031242374328485,24.1039415863879,33.94112549695428,19.621416870348583,21.02379604162864,9.0,5.830951894845301,28.19574435974337,24.331050121192877,12.041594578792296,17.05872210923198,10.392304845413264,10.63014581273465,30.430248109405877,21.587033144922902,12.206555615733702,,7.874007874011811,16.583123951777,19.924858845171276,1.4142135623730951,7.280109889280518,20.591260281974,8.366600265340756,19.0,2.0,18.05547008526779,18.81488772222678,17.0,10.099504938362077,9.219544457292887,16.911534525287763,24.228082879171435,14.491376746189438,19.949937343260004,10.488088481701515,6.782329983125268,18.16590212458495
nytimes,26.94438717061496,13.45362404707371,28.722813232690143,28.879058156387302,28.879058156387302,28.722813232690143,13.45362404707371,26.94438717061496,18.788294228055936,25.495097567963924,25.96150997149434,18.05547008526779,29.8496231131986,20.049937655763422,20.808652046684813,26.28687885618983,33.95585369269929,14.177446878757825,27.03701166919155,18.920887928424502,14.628738838327793,23.043437243605826,34.655446902326915,29.46183972531247,11.180339887498949,10.295630140987,19.261360284258224,8.06225774829855,10.0,19.621416870348583,15.297058540778355,26.115129714401192,13.45362404707371,18.920887928424502,13.0,5.0,16.0,10.0,14.352700094407323,14.7648230602334,19.339079605813716,16.09347693943108,9.219544457292887,7.874007874011811,,17.233687939614086,15.0,1.4142135623730951,7.0710678118654755,17.233687939614086,17.4928556845359,16.64331697709324,17.0,28.42534080710379,15.524174696260024,23.600847442411894,22.693611435820433,18.49324200890693,16.64331697709324,8.366600265340756,1.0,24.535688292770594,3.605551275463989,24.596747752497688,7.0
observerny,13.490737563232042,17.029386365926403,28.879058156387302,28.089143810376278,28.089143810376278,28.879058156387302,17.029386365926403,13.490737563232042,29.899832775452108,24.041630560342615,22.58317958127243,25.337718918639855,14.0,16.792855623746664,29.223278392404914,28.74021572639983,19.339079605813716,3.1622776601683795,23.194827009486403,2.0,13.490737563232042,18.81488772222678,36.46916505762094,21.863211109075447,16.0312195418814,10.770329614269007,29.017236257093817,9.899494936611665,13.379088160259652,13.490737563232042,18.24828759089466,10.44030650891055,16.15549442140351,12.727922061357855,25.199206336708304,25.942243542145693,29.274562336608895,10.44030650891055,7.810249675906654,23.62202362203543,27.477263328068172,33.13608305156178,16.3707055437449,16.583123951777,17.233687939614086,,20.0,6.782329983125268,3.1622776601683795,15.132745950421556,19.87460691435179,6.782329983125268,9.539392014169456,23.62202362203543,4.242640687119285,24.186773244895647,4.242640687119285,16.3707055437449,19.131126469708992,14.866068747318506,9.273618495495704,9.9498743710662,15.297058540778355,28.372521918222215,12.083045973594572
offguardian,7.211102550927978,28.722813232690143,28.089143810376278,25.65151067676132,25.65151067676132,28.089143810376278,28.722813232690143,7.211102550927978,24.124676163629637,29.478805945967352,12.24744871391589,26.720778431774775,24.596747752497688,14.317821063276353,27.294688127912362,21.61018278497431,14.247806848775006,16.911534525287763,16.15549442140351,21.236760581595302,17.4928556845359,14.317821063276353,27.94637722496424,7.810249675906654,20.12461179749811,8.602325267042627,15.066519173319364,22.11334438749598,8.602325267042627,11.0,6.782329983125268,31.464265445104548,5.916079783099616,15.033296378372908,4.58257569495584,8.06225774829855,12.165525060596439,18.110770276274835,14.352700094407323,19.026297590440446,23.790754506740637,16.431676725154983,14.317821063276353,19.924858845171276,15.0,20.0,,23.53720459187964,23.108440016582687,27.018512172212592,27.459060435491963,32.264531609803356,30.805843601498726,27.018512172212592,20.518284528683193,29.427877939124322,27.53179979587241,21.047565179849187,29.017236257093817,18.16590212458495,10.770329614269007,18.466185312619388,20.248456731316587,30.675723300355934,31.78049716414141
opednews,13.45362404707371,28.879058156387302,25.65151067676132,12.727922061357855,12.727922061357855,25.65151067676132,28.879058156387302,13.45362404707371,24.06241883103193,28.861739379323623,8.0,17.74823934929885,18.05547008526779,23.0,12.569805089976535,20.73644135332772,11.045361017187261,21.93171219946131,18.16590212458495,19.8997487421324,22.93468988235943,19.339079605813716,9.486832980505138,21.213203435596427,23.259406699226016,18.920887928424502,6.4031242374328485,23.366642891095847,6.082762530298219,22.22611077089287,26.589471600616662,33.54101966249684,17.549928774784245,18.0,20.024984394500787,21.93171219946131,15.165750888103101,24.1039415863879,24.879710609249457,21.42428528562855,8.366600265340756,28.30194339616981,8.366600265340756,1.4142135623730951,1.4142135623730951,6.782329983125268,23.53720459187964,,10.344080432788601,33.0,5.0,28.653097563788805,22.02271554554524,27.459060435491963,29.49576240750525,28.653097563788805,23.790754506740637,36.51027252705737,22.20360331117452,36.87817782917155,28.160255680657446,13.892443989449804,17.05872210923198,12.083045973594572,19.0
pbs,17.029386365926403,28.089143810376278,12.727922061357855,25.337718918639855,25.337718918639855,12.727922061357855,28.089143810376278,17.029386365926403,26.94438717061496,25.495097567963924,24.372115213907882,6.324555320336759,20.273134932713294,24.041630560342615,23.68543856465402,17.0,22.20360331117452,29.698484809834994,19.924858845171276,22.64950330581225,26.0,16.0,18.627936010197157,23.430749027719962,16.09347693943108,12.727922061357855,13.96424004376894,25.15949125081825,8.602325267042627,18.275666882497067,14.628738838327793,26.115129714401192,17.52141546793523,7.0710678118654755,25.553864678361276,9.219544457292887,8.0,15.620499351813308,22.67156809750927,16.24807680927192,7.211102550927978,22.045407685048602,20.0,7.280109889280518,7.0710678118654755,3.1622776601683795,23.108440016582687,10.344080432788601,,24.698178070456937,24.535688292770594,10.0,24.779023386727733,8.0,11.661903789690601,11.180339887498949,13.45362404707371,8.0,10.44030650891055,14.212670403551895,13.114877048604,19.313207915827967,7.615773105863909,21.400934559032695,20.049937655763422
pjmedia,28.722813232690143,25.65151067676132,25.337718918639855,23.366642891095847,23.366642891095847,25.337718918639855,25.65151067676132,28.722813232690143,13.490737563232042,18.788294228055936,17.029386365926403,26.267851073127396,24.1039415863879,19.313207915827967,10.488088481701515,20.639767440550294,21.61018278497431,31.89043743820395,7.0710678118654755,2.0,14.352700094407323,27.09243436828813,26.90724809414742,21.863211109075447,6.324555320336759,18.05547008526779,15.264337522473747,19.849433241279208,22.869193252058544,19.748417658131498,9.433981132056603,14.45683229480096,20.149441679609886,16.0312195418814,28.231188426986208,20.808652046684813,8.366600265340756,19.6468827043885,35.84689665786984,13.152946437965905,7.280109889280518,4.0,18.681541692269406,20.591260281974,17.233687939614086,15.132745950421556,27.018512172212592,33.0,24.698178070456937,,14.696938456699069,30.56141357987225,28.600699292150182,8.0,33.97057550292606,19.697715603592208,26.0,25.787593916455254,23.259406699226016,19.697715603592208,18.027756377319946,14.212670403551895,26.68332812825267,7.0,22.135943621178654
rawstory,28.879058156387302,12.727922061357855,23.366642891095847,26.68332812825267,26.68332812825267,23.366642891095847,12.727922061357855,28.879058156387302,7.211102550927978,29.899832775452108,25.495097567963924,28.337254630609507,17.05872210923198,12.041594578792296,9.433981132056603,3.0,18.110770276274835,16.911534525287763,9.486832980505138,24.1039415863879,11.180339887498949,19.949937343260004,21.118712081942874,23.727621035409346,23.043437243605826,20.591260281974,21.18962010041709,8.831760866327848,24.454038521274967,17.11724276862369,21.0,18.110770276274835,5.916079783099616,21.863211109075447,25.03996805109783,26.28687885618983,20.149441679609886,11.661903789690601,18.601075237738275,18.867962264113206,13.341664064126334,9.486832980505138,16.911534525287763,8.366600265340756,17.4928556845359,19.87460691435179,27.459060435491963,5.0,24.535688292770594,14.696938456699069,,17.72004514666935,20.83266665599966,9.38083151964686,10.862780491200215,24.372115213907882,6.0,18.05547008526779,11.045361017187261,19.209372712298546,22.516660498395403,18.05547008526779,14.247806848775006,28.948229652260256,11.40175425099138
redstate,28.089143810376278,25.337718918639855,26.68332812825267,18.439088914585774,18.439088914585774,26.68332812825267,25.337718918639855,28.089143810376278,13.45362404707371,24.124676163629637,24.041630560342615,25.96150997149434,12.24744871391589,4.58257569495584,16.76305461424021,18.110770276274835,20.808652046684813,13.601470508735444,14.212670403551895,9.695359714832659,16.55294535724685,24.939927826679853,4.47213595499958,20.73644135332772,25.80697580112788,7.0710678118654755,17.233687939614086,18.81488772222678,31.953090617340916,10.488088481701515,25.475478405713993,24.71841418861655,18.05547008526779,24.758836806279895,7.211102550927978,29.274562336608895,17.4928556845359,5.830951894845301,9.38083151964686,11.357816691600547,25.787593916455254,7.280109889280518,22.759613353482084,19.0,16.64331697709324,6.782329983125268,32.264531609803356,28.653097563788805,10.0,30.56141357987225,17.72004514666935,,25.709920264364882,21.863211109075447,24.939927826679853,0.0,6.164414002968976,26.645825188948457,8.717797887081348,21.587033144922902,16.911534525287763,27.073972741361768,29.171904291629644,21.587033144922902,16.09347693943108
reuters,25.65151067676132,23.366642891095847,18.439088914585774,23.366642891095847,23.366642891095847,18.439088914585774,23.366642891095847,25.65151067676132,17.029386365926403,24.06241883103193,29.478805945967352,22.58317958127243,18.05547008526779,21.6794833886788,20.639767440550294,27.80287754891569,0.0,8.0,17.69180601295413,11.180339887498949,19.313207915827967,26.645825188948457,18.708286933869708,18.466185312619388,16.09347693943108,18.894443627691185,23.345235059857504,16.431676725154983,20.149441679609886,9.0,20.273134932713294,24.919871588754223,7.280109889280518,7.0710678118654755,24.71841418861655,21.840329667841555,21.863211109075447,18.920887928424502,18.384776310850235,18.33030277982336,25.019992006393608,12.083045973594572,17.832554500127006,2.0,17.0,9.539392014169456,30.805843601498726,22.02271554554524,24.779023386727733,28.600699292150182,20.83266665599966,25.709920264364882,,21.0,22.80350850198276,24.515301344262525,25.238858928247925,9.0,9.1104335791443,29.68164415931166,1.0,24.758836806279895,18.027756377319946,24.20743687382041,26.645825188948457
rt,12.727922061357855,26.68332812825267,23.366642891095847,24.041630560342615,24.041630560342615,23.366642891095847,26.68332812825267,12.727922061357855,28.722813232690143,26.94438717061496,28.861739379323623,12.24744871391589,25.337718918639855,29.8496231131986,14.798648586948742,24.698178070456937,23.68543856465402,19.87460691435179,23.53720459187964,16.1245154965971,14.352700094407323,14.0,11.224972160321824,25.317977802344327,21.95449840010015,12.569805089976535,25.514701644346147,22.0,2.0,16.431676725154983,25.495097567963924,7.3484692283495345,7.615773105863909,22.15851980616034,26.645825188948457,7.0710678118654755,24.73863375370596,12.727922061357855,21.72556098240043,25.099800796022265,31.064449134018133,25.98076211353316,18.411952639521967,18.05547008526779,28.42534080710379,23.62202362203543,27.018512172212592,27.459060435491963,8.0,8.0,9.38083151964686,21.863211109075447,21.0,,21.93171219946131,27.622454633866266,23.021728866442675,24.186773244895647,11.180339887498949,30.903074280724887,27.2213151776324,12.206555615733702,32.29551052391029,24.1039415863879,28.0178514522438
shadowproof,25.337718918639855,18.439088914585774,24.041630560342615,21.6794833886788,21.6794833886788,24.041630560342615,18.439088914585774,25.337718918639855,28.879058156387302,13.490737563232042,25.495097567963924,8.0,26.720778431774775,14.0,20.049937655763422,10.04987562112089,10.488088481701515,19.339079605813716,25.67099530598687,21.400934559032695,23.388031127053,28.337254630609507,19.026297590440446,33.0,13.45362404707371,15.264337522473747,13.45362404707371,13.2664991614216,18.05547008526779,25.826343140289914,20.615528128088304,12.884098726725126,26.49528259898354,7.0710678118654755,25.03996805109783,21.93171219946131,7.874007874011811,15.033296378372908,26.343879744638983,17.08800749063506,21.213203435596427,26.49528259898354,15.748015748023622,18.81488772222678,15.524174696260024,4.242640687119285,20.518284528683193,29.49576240750525,11.661903789690601,33.97057550292606,10.862780491200215,24.939927826679853,22.80350850198276,21.93171219946131,,10.770329614269007,25.67099530598687,23.259406699226016,18.439088914585774,26.476404589747453,21.840329667841555,17.349351572897472,14.247806848775006,29.0,10.04987562112089
slate,23.366642891095847,23.366642891095847,21.6794833886788,30.479501308256342,30.479501308256342,21.6794833886788,23.366642891095847,23.366642891095847,28.089143810376278,7.211102550927978,18.788294228055936,24.372115213907882,17.74823934929885,24.596747752497688,16.792855623746664,20.808652046684813,9.433981132056603,24.839484696748443,14.212670403551895,23.958297101421877,15.937377450509228,8.717797887081348,25.019992006393608,25.787593916455254,16.673332000533065,7.0710678118654755,22.67156809750927,18.81488772222678,14.0,13.92838827718412,22.847319317591726,17.146428199482248,20.12461179749811,13.0,20.346989949375804,24.20743687382041,17.804493814764857,18.0,24.939927826679853,16.673332000533065,7.0710678118654755,34.132096331752024,11.532562594670797,17.0,23.600847442411894,24.186773244895647,29.427877939124322,28.653097563788805,11.180339887498949,19.697715603592208,24.372115213907882,0.0,24.515301344262525,27.622454633866266,10.770329614269007,,19.339079605813716,11.0,23.366642891095847,14.0,17.804493814764857,17.72004514666935,20.83266665599966,9.38083151964686,10.862780491200215
spectator,26.68332812825267,24.041630560342615,30.479501308256342,17.146428199482248,17.146428199482248,30.479501308256342,24.041630560342615,26.68332812825267,25.65151067676132,13.45362404707371,29.899832775452108,17.029386365926403,6.324555320336759,18.05547008526779,14.317821063276353,29.223278392404914,26.28687885618983,31.906112267087632,10.04987562112089,23.194827009486403,12.206555615733702,9.848857801796104,28.0,27.730849247724095,24.515301344262525,20.273134932713294,6.4031242374328485,20.248456731316587,26.115129714401192,20.149441679609886,28.930952282978865,12.449899597988733,21.633307652783937,20.808652046684813,21.470910553583888,21.840329667841555,15.033296378372908,7.0710678118654755,31.144823004794873,13.19090595827292,20.83266665599966,22.22611077089287,12.165525060596439,10.099504938362077,22.693611435820433,4.242640687119285,27.53179979587241,23.790754506740637,13.45362404707371,26.0,6.0,6.164414002968976,25.238858928247925,23.021728866442675,25.67099530598687,19.339079605813716,,18.411952639521967,26.43860813280457,35.35533905932738,22.561028345356956,33.54101966249684,26.645825188948457,31.12876483254676,16.34013463836819
strategicculture,18.439088914585774,21.6794833886788,17.146428199482248,17.05872210923198,17.05872210923198,17.146428199482248,21.6794833886788,18.439088914585774,12.727922061357855,17.029386365926403,24.124676163629637,25.495097567963924,26.267851073127396,20.273134932713294,23.0,27.294688127912362,28.74021572639983,33.95585369269929,7.0710678118654755,6.708203932499369,23.280893453645632,14.0,18.275666882497067,15.652475842498529,4.47213595499958,12.24744871391589,8.602325267042627,14.7648230602334,18.601075237738275,9.695359714832659,15.033296378372908,7.483314773547883,30.757112998459398,9.219544457292887,21.213203435596427,23.874672772626646,18.027756377319946,16.0312195418814,33.25657829663178,6.48074069840786,20.83266665599966,2.0,13.152946437965905,9.219544457292887,18.49324200890693,16.3707055437449,21.047565179849187,36.51027252705737,8.0,25.787593916455254,18.05547008526779,26.645825188948457,9.0,24.186773244895647,23.259406699226016,11.0,18.411952639521967,,18.81488772222678,13.92838827718412,16.30950643030009,25.514701644346147,13.416407864998739,18.05547008526779,22.869193252058544
truthdig,23.366642891095847,30.479501308256342,17.05872210923198,21.6794833886788,21.6794833886788,17.05872210923198,30.479501308256342,23.366642891095847,25.337718918639855,28.722813232690143,24.06241883103193,24.041630560342615,28.337254630609507,24.1039415863879,24.041630560342615,12.569805089976535,21.61018278497431,19.339079605813716,14.177446878757825,25.019992006393608,14.352700094407323,25.39685019840059,10.246950765959598,14.45683229480096,25.41653005427767,3.0,13.45362404707371,24.677925358506133,23.45207879911715,7.3484692283495345,27.586228448267445,13.74772708486752,25.573423705088842,16.186414056238647,6.708203932499369,20.46948949045872,7.874007874011811,21.863211109075447,19.8997487421324,8.602325267042627,25.45584412271571,20.73644135332772,12.328828005937952,16.911534525287763,16.64331697709324,19.131126469708992,29.017236257093817,22.20360331117452,10.44030650891055,23.259406699226016,11.045361017187261,8.717797887081348,9.1104335791443,11.180339887498949,18.439088914585774,23.366642891095847,26.43860813280457,18.81488772222678,,33.421549934136806,29.478805945967352,13.601470508735444,14.866068747318506,36.932370625238775,29.171904291629644
usatoday,24.041630560342615,17.146428199482248,21.6794833886788,18.788294228055936,18.788294228055936,21.6794833886788,17.146428199482248,24.041630560342615,23.366642891095847,28.879058156387302,26.94438717061496,29.478805945967352,25.96150997149434,17.05872210923198,19.313207915827967,23.68543856465402,20.73644135332772,14.247806848775006,3.1622776601683795,27.03701166919155,16.431676725154983,21.118712081942874,17.029386365926403,15.329709716755891,8.0,9.0,22.090722034374522,13.638181696985855,25.25866188063018,18.708286933869708,26.851443164195103,18.0,26.70205984563738,8.54400374531753,21.02379604162864,18.867962264113206,25.67099530598687,24.758836806279895,27.910571473905726,11.313708498984761,20.09975124224178,18.0,23.790754506740637,24.228082879171435,8.366600265340756,14.866068747318506,18.16590212458495,36.87817782917155,14.212670403551895,19.697715603592208,19.209372712298546,21.587033144922902,29.68164415931166,30.903074280724887,26.476404589747453,14.0,35.35533905932738,13.92838827718412,33.421549934136806,,33.421549934136806,29.359836511806396,30.23243291566195,6.782329983125268,21.863211109075447
veteranstoday,21.6794833886788,17.05872210923198,18.788294228055936,23.366642891095847,23.366642891095847,18.788294228055936,17.05872210923198,21.6794833886788,26.68332812825267,28.089143810376278,13.490737563232042,28.861739379323623,22.58317958127243,12.24744871391589,12.041594578792296,10.488088481701515,17.0,11.045361017187261,16.911534525287763,23.194827009486403,18.920887928424502,7.810249675906654,19.4164878389476,16.0312195418814,22.045407685048602,21.863211109075447,18.788294228055936,14.798648586948742,12.0,15.165750888103101,25.709920264364882,30.4138126514911,23.280893453645632,12.449899597988733,8.717797887081348,20.904544960366874,14.352700094407323,7.0710678118654755,2.0,17.146428199482248,25.96150997149434,28.178005607210743,13.416407864998739,14.491376746189438,1.0,9.273618495495704,10.770329614269007,28.160255680657446,13.114877048604,18.027756377319946,22.516660498395403,16.911534525287763,1.0,27.2213151776324,21.840329667841555,17.804493814764857,22.561028345356956,16.30950643030009,29.478805945967352,33.421549934136806,,24.899799195977465,13.038404810405298,10.344080432788601,14.798648586948742
vice,30.479501308256342,21.6794833886788,23.366642891095847,14.866068747318506,14.866068747318506,23.366642891095847,21.6794833886788,30.479501308256342,18.439088914585774,25.65151067676132,7.211102550927978,25.495097567963924,12.24744871391589,18.05547008526779,4.58257569495584,9.433981132056603,20.639767440550294,22.20360331117452,21.93171219946131,16.15549442140351,2.0,14.628738838327793,18.275666882497067,27.94637722496424,9.273618495495704,8.774964387392123,4.242640687119285,14.7648230602334,27.03701166919155,18.0,19.209372712298546,14.142135623730951,15.0,11.704699910719626,18.027756377319946,20.396078054371138,9.219544457292887,22.15851980616034,1.0,13.601470508735444,27.459060435491963,21.400934559032695,20.149441679609886,19.949937343260004,24.535688292770594,9.9498743710662,18.466185312619388,13.892443989449804,19.313207915827967,14.212670403551895,18.05547008526779,27.073972741361768,24.758836806279895,12.206555615733702,17.349351572897472,17.72004514666935,33.54101966249684,25.514701644346147,13.601470508735444,29.359836511806396,24.899799195977465,,11.224972160321824,28.948229652260256,5.0990195135927845
vox,17.146428199482248,18.788294228055936,14.866068747318506,20.346989949375804,20.346989949375804,14.866068747318506,18.788294228055936,17.146428199482248,23.366642891095847,12.727922061357855,13.45362404707371,18.788294228055936,8.0,25.337718918639855,21.6794833886788,16.76305461424021,3.0,21.61018278497431,29.698484809834994,18.16590212458495,21.236760581595302,13.490737563232042,23.043437243605826,19.026297590440446,20.83266665599966,24.392621835300936,14.45683229480096,16.881943016134134,9.38083151964686,21.02379604162864,23.2163735324878,14.628738838327793,16.431676725154983,11.74734012447073,3.1622776601683795,11.704699910719626,6.48074069840786,7.0710678118654755,19.8997487421324,27.313000567495326,18.920887928424502,26.49528259898354,5.0990195135927845,10.488088481701515,3.605551275463989,15.297058540778355,20.248456731316587,17.05872210923198,7.615773105863909,26.68332812825267,14.247806848775006,29.171904291629644,18.027756377319946,32.29551052391029,14.247806848775006,20.83266665599966,26.645825188948457,13.416407864998739,14.866068747318506,30.23243291566195,13.038404810405298,11.224972160321824,,24.06241883103193,20.049937655763422
wapo,17.05872210923198,23.366642891095847,20.346989949375804,17.97220075561143,17.97220075561143,20.346989949375804,23.366642891095847,17.05872210923198,24.041630560342615,25.337718918639855,17.029386365926403,29.899832775452108,24.372115213907882,26.720778431774775,29.8496231131986,20.639767440550294,18.110770276274835,18.110770276274835,31.89043743820395,19.924858845171276,19.8997487421324,17.4928556845359,18.81488772222678,34.655446902326915,26.49528259898354,7.0,17.549928774784245,17.029386365926403,11.0,8.366600265340756,9.1104335791443,10.0,9.539392014169456,5.0,17.72004514666935,22.561028345356956,17.804493814764857,13.0,28.722813232690143,29.68164415931166,28.30194339616981,28.106938645110393,11.224972160321824,6.782329983125268,24.596747752497688,28.372521918222215,30.675723300355934,12.083045973594572,21.400934559032695,7.0,28.948229652260256,21.587033144922902,24.20743687382041,24.1039415863879,29.0,9.38083151964686,31.12876483254676,18.05547008526779,36.932370625238775,6.782329983125268,10.344080432788601,28.948229652260256,24.06241883103193,,33.391615714128
wsj,21.6794833886788,14.866068747318506,17.97220075561143,13.96424004376894,13.96424004376894,17.97220075561143,14.866068747318506,21.6794833886788,21.6794833886788,23.366642891095847,28.722813232690143,24.124676163629637,17.029386365926403,17.74823934929885,14.0,14.798648586948742,27.80287754891569,20.808652046684813,16.911534525287763,7.0710678118654755,22.64950330581225,22.93468988235943,14.317821063276353,36.46916505762094,29.46183972531247,15.588457268119896,25.709920264364882,8.06225774829855,12.0,15.132745950421556,3.0,7.3484692283495345,18.384776310850235,13.114877048604,18.384776310850235,27.53179979587241,18.384776310850235,16.0312195418814,26.419689627245813,17.146428199482248,9.273618495495704,16.0,16.911534525287763,18.16590212458495,7.0,12.083045973594572,31.78049716414141,19.0,20.049937655763422,22.135943621178654,11.40175425099138,16.09347693943108,26.645825188948457,28.0178514522438,10.04987562112089,10.862780491200215,16.34013463836819,22.869193252058544,29.171904291629644,21.863211109075447,14.798648586948742,5.0990195135927845,20.049937655763422,33.391615714128,
