,aljazeera,alternet,americanconservative,americanspectator,americanthinker,antiwar,ap,atlantic,bbc,breitbart,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,peoplesdaily,pjmedia,rawstory,redstate,rt,shadowproof,slate,socialistproject,spectator,strategicculture,truthdig,usatoday,veteranstoday,vice,vox,wapo
independent,48.993009674177976,42.11064234081777,60.59869892038341,71.7573984977559,71.7573984977559,60.59869892038341,42.11064234081777,48.993009674177976,22.949167200361988,51.41179459481151,51.85452095955154,13.15055237675644,78.92097056791478,70.64213276976082,63.343716998149176,57.46270058476025,88.43137966543131,48.00551832937459,50.32223751362079,51.13712759378684,41.97209561455655,70.64213276976082,42.156898327156554,42.34229336069948,82.68567450815114,34.96829960954029,70.36987469682589,100.0,55.49462896018209,82.99766989139266,52.92267966487727,49.20334867466914,49.94649543680466,97.68627593308626,75.84401156437751,53.37975185101185,97.68627593308626,69.47988341994812,64.00690049479714,86.11765559851757,76.86275933086262,85.9261659403279,78.92097056791478,64.00690049479714,52.245273337296226,53.89937456006816,62.052103792799485,61.491956956825376,61.214917104043046,82.68567450815114,70.36987469682589,63.8584747124991,76.40455166747519,75.73345726396644,69.21790336521236,48.00551832937459
infowars,28.686234814553135,66.87251282013307,71.7573984977559,55.31456603583993,55.31456603583993,71.7573984977559,66.87251282013307,28.686234814553135,31.05257565840135,95.37255186617253,67.60786306320767,52.245273337296226,62.26430245273031,61.14596579112963,85.9261659403279,43.847485140436206,76.74736090592295,52.92267966487727,33.382423498529036,45.4431911110482,64.98700149601824,46.985921630633634,42.71488341252054,87.32721136708753,93.45580008996312,35.96374153429217,63.8584747124991,55.49462896018209,100.0,70.01070854933278,44.23013024409141,78.66851810318029,35.17442279172951,38.56637780693563,39.976806766800024,82.68567450815114,93.45580008996312,36.1730793238632,83.63950022490779,52.30135641790498,64.3806707432277,81.92923735624956,71.380813850743,86.91160017992622,64.00690049479714,50.10718125937994,68.78615581953284,64.30560358039135,81.92923735624956,86.31182382406062,59.328442507507816,68.52995033852136,55.49462896018209,82.99766989139266,52.92267966487727,49.20334867466914
intercept,97.68627593308626,60.59869892038341,55.31456603583993,63.4168103570238,63.4168103570238,55.31456603583993,60.59869892038341,97.68627593308626,27.34759060425852,50.700843290697215,83.80393153160384,62.76413508491707,81.34616021409988,60.59869892038341,78.17237080795053,52.18925604336023,85.36672414280952,43.79983768607648,38.522823301504914,44.182156153709926,50.48414265632012,61.28399121566845,72.52604893445367,56.77606737954388,36.1730793238632,64.53128168954052,76.40455166747519,82.99766989139266,70.01070854933278,100.0,58.0328465342071,66.87251282013307,51.35673712059805,80.64199560783423,49.839657525357275,45.149609750772925,46.03514507152067,94.82635570520361,79.17648339777637,50.91850067472337,97.68627593308626,65.52628782920067,62.549104241049825,85.36672414280952,79.30542282081444,90.460271283581,76.06665215256554,62.549104241049825,81.92923735624956,53.89937456006816,55.43452714881531,100.0,89.14767217266505,57.84194113582954,70.01070854933278,44.23013024409141
jacobinmag,42.11064234081777,71.7573984977559,63.4168103570238,53.437201346832495,53.437201346832495,63.4168103570238,71.7573984977559,42.11064234081777,28.23724549866523,5.052702548403798,19.019657658019185,8.118640877620942,73.51821764733582,41.92598682350269,88.2022758337376,69.47988341994812,79.56574233035035,56.10017242842855,47.18826617955006,52.07741789299122,43.3255663046422,55.73585225986386,52.30135641790498,61.214917104043046,83.63950022490779,50.0,75.73345726396644,52.92267966487727,44.23013024409141,58.0328465342071,100.0,83.15583453939496,83.80393153160384,68.19155297838017,62.69232042819978,76.40455166747519,40.379501390966865,58.35296679555273,60.59869892038341,76.74736090592295,68.87202625507615,38.522823301504914,74.13177852601804,52.13330430513108,55.01606282399917,88.2022758337376,64.60682750121278,67.85671799335888,73.72114617304926,57.71514969506818,85.18493734841294,95.37255186617253,64.30560358039135,64.91063717737747,85.18493734841294,87.97753708423154
lewrockwell,66.87251282013307,55.31456603583993,53.437201346832495,38.218801498977875,38.218801498977875,53.437201346832495,55.31456603583993,66.87251282013307,48.993009674177976,53.66771166687151,30.050492361677893,46.683844665052845,71.66278315232111,58.288746197337225,77.56761289040577,26.83362071404759,64.08134338628993,35.21572612641535,54.190600629741816,29.02484072997997,56.344741615901064,36.8476231795445,52.13330430513108,92.32624540163198,52.30135641790498,60.59869892038341,69.21790336521236,49.20334867466914,78.66851810318029,66.87251282013307,83.15583453939496,100.0,89.14767217266505,83.31549847893488,51.798957780022256,59.5263588036405,37.017387940467714,69.56771127565096,35.67181308561814,31.16913943464731,32.50426296275234,79.04833747071848,87.32721136708753,38.04574458155467,81.2032168226623,49.67982597062193,55.55481204523883,76.06665215256554,77.92847911309141,91.34283725407558,62.40643364532459,52.30135641790498,73.61948678444523,73.72114617304926,74.44408238678304,66.31166907878992
mintpress,60.59869892038341,63.4168103570238,38.218801498977875,47.39138898534962,47.39138898534962,38.218801498977875,63.4168103570238,60.59869892038341,28.686234814553135,22.949167200361988,24.919743155206998,69.74413182725523,68.44501077874139,48.21184645147368,63.343716998149176,45.73836086332522,30.24208271776885,36.8476231795445,43.609650467986874,91.34283725407558,57.21174088873189,62.122704591079284,65.52628782920067,75.18807360060848,64.3806707432277,64.68253490875809,48.00551832937459,49.94649543680466,35.17442279172951,51.35673712059805,83.80393153160384,89.14767217266505,100.0,36.80525324735749,58.0328465342071,63.93261125269463,81.34616021409988,66.87251282013307,60.87137556039911,65.21710036431148,23.05345441188198,59.262684085436945,62.122704591079284,57.27434261810353,55.55481204523883,19.65012269003823,54.601455560127256,37.145012412155445,51.35673712059805,67.60786306320767,42.388735338947605,48.41899989594545,54.01564366181408,37.48661813494996,67.19729994922696,83.47670517273845
nationalreview,71.7573984977559,53.437201346832495,47.39138898534962,63.4168103570238,63.4168103570238,47.39138898534962,53.437201346832495,71.7573984977559,97.68627593308626,31.05257565840135,51.41179459481151,53.437201346832495,58.0328465342071,30.43420072862294,55.254706084068175,54.54253464702508,77.56761289040577,59.99197082725847,54.54253464702508,51.41179459481151,83.80393153160384,49.94649543680466,52.30135641790498,84.30755988829243,81.92923735624956,51.13712759378684,58.48170600064711,97.68627593308626,38.56637780693563,80.64199560783423,68.19155297838017,83.31549847893488,36.80525324735749,100.0,45.98556779424933,57.905480070001445,74.65442273417506,69.8327289960014,37.744052510152315,51.91014833692616,31.324865563031047,62.90818152397119,41.60424467627212,24.919743155206998,25.492336884351076,73.82320035985246,73.01757253576034,45.590575825761924,77.09530031487091,55.79636376831898,53.437201346832495,64.68253490875809,74.97324771840232,85.36672414280952,58.740389478505264,51.85452095955154
nbc,55.31456603583993,38.218801498977875,63.4168103570238,66.7918123663747,66.7918123663747,63.4168103570238,38.218801498977875,55.31456603583993,42.11064234081777,27.34759060425852,95.37255186617253,51.85452095955154,80.78076445356649,73.01757253576034,60.32789641324954,45.98556779424933,46.985921630633634,46.13443651704562,34.150258642642825,71.85233188065581,74.5490352639489,93.45580008996312,58.0328465342071,73.41733430162259,71.380813850743,28.38659582600769,66.55087918818326,75.84401156437751,39.976806766800024,49.839657525357275,62.69232042819978,51.798957780022256,58.0328465342071,45.98556779424933,100.0,54.424921344746444,40.11073745038585,47.95406410434319,63.784489936425274,67.69060173457126,71.7573984977559,50.538228808282234,38.522823301504914,54.77867892149044,17.80578699833183,35.46410125379265,38.262141524305505,56.52907146829052,62.62064374430807,17.28638711863294,55.31456603583993,27.200371791899325,37.48661813494996,66.63099695786978,54.190600629741816,55.79636376831898
neweasternoutlook,63.4168103570238,47.39138898534962,66.7918123663747,69.47988341994812,69.47988341994812,66.7918123663747,47.39138898534962,63.4168103570238,66.87251282013307,28.23724549866523,50.700843290697215,67.60786306320767,13.15055237675644,78.66851810318029,55.254706084068175,64.68253490875809,64.08134338628993,76.40455166747519,35.838466699584046,28.38659582600769,41.741916589581784,92.68336207140476,85.18493734841294,58.5462255330243,86.91160017992622,63.4168103570238,76.40455166747519,53.37975185101185,82.68567450815114,45.149609750772925,76.40455166747519,59.5263588036405,63.93261125269463,57.905480070001445,54.424921344746444,100.0,47.238973568890465,55.79636376831898,71.380813850743,27.310757948206398,47.238973568890465,51.13712759378684,49.098070527897775,71.47449392582126,72.91855412056492,68.52995033852136,39.4440460846016,69.56771127565096,68.52995033852136,56.10017242842855,43.70466376131162,34.35381319877173,53.84134983547821,62.052103792799485,68.52995033852136,55.79636376831898
npr,53.437201346832495,63.4168103570238,69.47988341994812,49.20334867466914,49.20334867466914,69.47988341994812,63.4168103570238,53.437201346832495,60.59869892038341,48.993009674177976,5.052702548403798,83.80393153160384,52.245273337296226,78.92097056791478,58.0328465342071,73.01757253576034,75.84401156437751,52.30135641790498,59.328442507507816,46.53344618480014,81.92923735624956,56.52907146829052,30.54972663054466,57.337036206360594,64.00690049479714,81.7817184788306,54.54253464702508,97.68627593308626,93.45580008996312,46.03514507152067,40.379501390966865,37.017387940467714,81.34616021409988,74.65442273417506,40.11073745038585,47.238973568890465,100.0,64.3806707432277,54.190600629741816,65.29413899629394,62.052103792799485,86.31182382406062,54.190600629741816,63.4168103570238,60.46306581331544,39.66545799200283,51.63265121731888,53.437201346832495,62.33530100583307,47.18826617955006,48.21184645147368,65.99533978278531,48.05702352445341,62.62064374430807,64.91063717737747,55.55481204523883
nypost,38.218801498977875,66.7918123663747,49.20334867466914,36.341045195773155,36.341045195773155,49.20334867466914,66.7918123663747,38.218801498977875,71.7573984977559,28.686234814553135,53.66771166687151,19.019657658019185,62.76413508491707,62.26430245273031,70.64213276976082,67.52533519203436,66.55087918818326,96.72790004498155,45.73836086332522,51.13712759378684,65.06353273179997,38.91593183736332,53.437201346832495,64.3806707432277,50.10718125937994,63.93261125269463,68.78615581953284,69.47988341994812,36.1730793238632,94.82635570520361,58.35296679555273,69.56771127565096,66.87251282013307,69.8327289960014,47.95406410434319,55.79636376831898,64.3806707432277,100.0,54.366228366588366,48.83582289069872,37.744052510152315,52.9795707072134,81.34616021409988,48.31531938910615,37.744052510152315,47.137607430424865,55.13522578081154,43.514796995511794,79.17648339777637,52.30135641790498,66.87251282013307,76.74736090592295,75.40477579827355,53.49472181184589,31.520021213155434,59.328442507507816
nytimes,47.39138898534962,69.47988341994812,36.341045195773155,53.437201346832495,53.437201346832495,36.341045195773155,69.47988341994812,47.39138898534962,55.31456603583993,97.68627593308626,22.949167200361988,30.050492361677893,8.118640877620942,81.34616021409988,61.14596579112963,63.343716998149176,82.68567450815114,68.19155297838017,51.19193733891856,43.65713708654133,77.09530031487091,43.420102540090475,54.366228366588366,62.62064374430807,67.1158024321894,73.72114617304926,53.37975185101185,64.00690049479714,83.63950022490779,79.17648339777637,60.59869892038341,35.67181308561814,60.87137556039911,37.744052510152315,63.784489936425274,71.380813850743,54.190600629741816,54.366228366588366,100.0,40.55935247527616,49.89304800613361,54.01564366181408,40.28977899466999,56.90009613627778,68.19155297838017,66.87251282013307,40.28977899466999,48.88816477356607,46.13443651704562,33.987866925374256,56.03924272863898,47.18826617955006,85.18493734841294,51.85452095955154,51.301741893447364,56.714186270377844
opednews,63.4168103570238,49.20334867466914,53.437201346832495,16.417218457090833,16.417218457090833,53.437201346832495,49.20334867466914,63.4168103570238,63.4168103570238,42.11064234081777,31.05257565840135,24.919743155206998,46.683844665052845,73.51821764733582,60.59869892038341,85.9261659403279,57.46270058476025,63.784489936425274,34.844938701218574,66.23230894309214,82.99766989139266,53.437201346832495,69.30498160652793,34.51711242385158,69.8327289960014,83.63950022490779,54.837907920161214,86.11765559851757,52.30135641790498,50.91850067472337,76.74736090592295,31.16913943464731,65.21710036431148,51.91014833692616,67.69060173457126,27.310757948206398,65.29413899629394,48.83582289069872,40.55935247527616,100.0,45.78771206874867,52.245273337296226,58.0328465342071,68.19155297838017,57.21174088873189,72.52604893445367,80.78076445356649,47.18826617955006,57.21174088873189,61.422510474723666,47.95406410434319,64.91063717737747,66.55087918818326,73.72114617304926,62.052103792799485,60.395423447030225
peoplesdaily,66.7918123663747,36.341045195773155,16.417218457090833,33.22189898506698,33.22189898506698,16.417218457090833,36.341045195773155,66.7918123663747,53.437201346832495,66.87251282013307,27.34759060425852,51.41179459481151,69.74413182725523,71.66278315232111,41.92598682350269,78.17237080795053,43.847485140436206,88.43137966543131,37.48661813494996,72.0431657292691,60.87137556039911,60.19318599644665,68.61511977658485,62.33530100583307,52.75241755275506,89.14767217266505,78.17237080795053,76.86275933086262,64.3806707432277,97.68627593308626,68.87202625507615,32.50426296275234,23.05345441188198,31.324865563031047,71.7573984977559,47.238973568890465,62.052103792799485,37.744052510152315,49.89304800613361,45.78771206874867,100.0,29.478844275558547,50.053561879327326,31.79417721893555,48.88816477356607,45.73836086332522,40.514338725905766,49.839657525357275,68.95813423122166,22.914436149330854,40.514338725905766,44.80907190581757,45.00340676309165,64.68253490875809,72.62364764812122,61.84108513432398
pjmedia,69.47988341994812,53.437201346832495,33.22189898506698,36.00555430954088,36.00555430954088,33.22189898506698,53.437201346832495,69.47988341994812,38.218801498977875,60.59869892038341,28.23724549866523,95.37255186617253,53.437201346832495,68.44501077874139,58.288746197337225,88.2022758337376,52.18925604336023,76.74736090592295,48.00551832937459,96.72790004498155,73.31683237152104,48.574912595494524,28.27455392567414,65.29413899629394,81.34616021409988,57.84194113582954,63.125306229268496,85.9261659403279,81.92923735624956,65.52628782920067,38.522823301504914,79.04833747071848,59.262684085436945,62.90818152397119,50.538228808282234,51.13712759378684,86.31182382406062,52.9795707072134,54.01564366181408,52.245273337296226,29.478844275558547,100.0,55.13522578081154,38.74090549535597,51.68802312875502,47.49324505575344,66.7918123663747,55.13522578081154,48.00551832937459,56.344741615901064,59.5263588036405,71.66278315232111,48.00551832937459,58.41728657633658,69.92158713012141,37.70107290718011
rawstory,49.20334867466914,16.417218457090833,36.00555430954088,55.49462896018209,55.49462896018209,36.00555430954088,16.417218457090833,49.20334867466914,47.39138898534962,71.7573984977559,48.993009674177976,50.700843290697215,51.85452095955154,58.0328465342071,48.21184645147368,77.56761289040577,69.47988341994812,85.36672414280952,52.92267966487727,50.32223751362079,69.56771127565096,60.058929918827644,67.77355282975994,61.56152890713298,42.156898327156554,70.01070854933278,55.43452714881531,78.92097056791478,71.380813850743,62.549104241049825,74.13177852601804,87.32721136708753,62.122704591079284,41.60424467627212,38.522823301504914,49.098070527897775,54.190600629741816,81.34616021409988,40.28977899466999,58.0328465342071,50.053561879327326,55.13522578081154,100.0,57.71514969506818,6.6160787652284725,36.46731101556343,21.163438519147746,28.536258276267702,32.42499606868737,44.03848064229966,31.91201057404821,48.00551832937459,62.33530100583307,30.395734704521594,31.91201057404821,35.630217098785664
redstate,36.341045195773155,33.22189898506698,55.49462896018209,62.549104241049825,62.549104241049825,55.49462896018209,33.22189898506698,36.341045195773155,63.4168103570238,55.31456603583993,28.686234814553135,5.052702548403798,67.60786306320767,80.78076445356649,30.43420072862294,63.343716998149176,26.83362071404759,79.56574233035035,43.79983768607648,33.382423498529036,51.13712759378684,39.93222956553256,54.366228366588366,53.49472181184589,47.18826617955006,44.23013024409141,62.33530100583307,64.00690049479714,86.91160017992622,85.36672414280952,52.13330430513108,38.04574458155467,57.27434261810353,24.919743155206998,54.77867892149044,71.47449392582126,63.4168103570238,48.31531938910615,56.90009613627778,68.19155297838017,31.79417721893555,38.74090549535597,57.71514969506818,100.0,69.47988341994812,14.86249942426866,50.430115518215366,57.71514969506818,30.936208614687832,62.40643364532459,51.85452095955154,58.93547147218183,54.54253464702508,56.40609829890624,36.8476231795445,81.34616021409988
rt,53.437201346832495,36.00555430954088,62.549104241049825,16.09758906307974,16.09758906307974,62.549104241049825,36.00555430954088,53.437201346832495,66.7918123663747,63.4168103570238,97.68627593308626,53.66771166687151,83.80393153160384,13.15055237675644,73.01757253576034,55.254706084068175,45.73836086332522,64.08134338628993,56.10017242842855,38.522823301504914,45.4431911110482,41.97209561455655,84.47906711561083,31.324865563031047,48.7312994373021,78.66851810318029,51.301741893447364,52.245273337296226,64.00690049479714,79.30542282081444,55.01606282399917,81.2032168226623,55.55481204523883,25.492336884351076,17.80578699833183,72.91855412056492,60.46306581331544,37.744052510152315,68.19155297838017,57.21174088873189,48.88816477356607,51.68802312875502,6.6160787652284725,69.47988341994812,100.0,24.174775515701775,46.53344618480014,24.88410097098018,93.0588277992588,41.741916589581784,62.62064374430807,60.32789641324954,67.85671799335888,53.437201346832495,62.26430245273031,51.19193733891856
shadowproof,16.417218457090833,55.49462896018209,16.09758906307974,54.424921344746444,54.424921344746444,16.09758906307974,55.49462896018209,16.417218457090833,69.47988341994812,53.437201346832495,42.11064234081777,22.949167200361988,19.019657658019185,52.245273337296226,78.66851810318029,60.32789641324954,54.54253464702508,30.24208271776885,35.21572612641535,47.18826617955006,44.182156153709926,64.98700149601824,70.64213276976082,58.740389478505264,88.2022758337376,35.17442279172951,35.09189497065046,53.89937456006816,50.10718125937994,90.460271283581,88.2022758337376,49.67982597062193,19.65012269003823,73.82320035985246,35.46410125379265,68.52995033852136,39.66545799200283,47.137607430424865,66.87251282013307,72.52604893445367,45.73836086332522,47.49324505575344,36.46731101556343,14.86249942426866,24.174775515701775,100.0,43.942901547280364,62.052103792799485,50.10718125937994,57.27434261810353,53.725518661725246,25.92468674206473,76.86275933086262,37.44381540356394,69.8327289960014,47.238973568890465
slate,33.22189898506698,62.549104241049825,54.424921344746444,25.780290282887076,25.780290282887076,54.424921344746444,62.549104241049825,33.22189898506698,49.20334867466914,38.218801498977875,66.87251282013307,31.05257565840135,30.050492361677893,62.76413508491707,78.92097056791478,55.254706084068175,45.98556779424933,77.56761289040577,36.8476231795445,54.190600629741816,52.07741789299122,50.48414265632012,46.985921630633634,42.156898327156554,82.99766989139266,38.56637780693563,39.93222956553256,62.052103792799485,68.78615581953284,76.06665215256554,64.60682750121278,55.55481204523883,54.601455560127256,73.01757253576034,38.262141524305505,39.4440460846016,51.63265121731888,55.13522578081154,40.28977899466999,80.78076445356649,40.514338725905766,66.7918123663747,21.163438519147746,50.430115518215366,46.53344618480014,43.942901547280364,100.0,71.7573984977559,36.42519454492241,36.8476231795445,34.35381319877173,59.06604264065884,25.81636304794237,63.19796579498072,34.55800089963116,55.43452714881531
socialistproject,36.00555430954088,16.09758906307974,25.780290282887076,36.42519454492241,36.42519454492241,25.780290282887076,16.09758906307974,36.00555430954088,36.341045195773155,47.39138898534962,60.59869892038341,27.34759060425852,24.919743155206998,8.118640877620942,62.26430245273031,58.0328465342071,64.68253490875809,46.985921630633634,59.99197082725847,43.609650467986874,29.02484072997997,43.3255663046422,61.28399121566845,42.71488341252054,42.34229336069948,39.976806766800024,49.41456227691635,61.491956956825376,64.30560358039135,62.549104241049825,67.85671799335888,76.06665215256554,37.145012412155445,45.590575825761924,56.52907146829052,69.56771127565096,53.437201346832495,43.514796995511794,48.88816477356607,47.18826617955006,49.839657525357275,55.13522578081154,28.536258276267702,57.71514969506818,24.88410097098018,62.052103792799485,71.7573984977559,100.0,53.437201346832495,79.56574233035035,49.626661482439836,46.43341512669215,47.03643529467164,58.35296679555273,31.013764833857714,70.36987469682589
spectator,55.49462896018209,54.424921344746444,36.42519454492241,65.29413899629394,65.29413899629394,36.42519454492241,54.424921344746444,55.49462896018209,53.437201346832495,63.4168103570238,71.7573984977559,28.23724549866523,51.41179459481151,46.683844665052845,81.34616021409988,70.64213276976082,73.01757253576034,64.08134338628993,46.13443651704562,54.54253464702508,91.34283725407558,56.344741615901064,55.73585225986386,72.52604893445367,87.32721136708753,82.68567450815114,57.46270058476025,61.214917104043046,81.92923735624956,81.92923735624956,73.72114617304926,77.92847911309141,51.35673712059805,77.09530031487091,62.62064374430807,68.52995033852136,62.33530100583307,79.17648339777637,46.13443651704562,57.21174088873189,68.95813423122166,48.00551832937459,32.42499606868737,30.936208614687832,93.0588277992588,50.10718125937994,36.42519454492241,53.437201346832495,100.0,41.19316271598144,73.01757253576034,80.78076445356649,60.395423447030225,73.72114617304926,45.78771206874867,72.13907281903028
strategicculture,62.549104241049825,25.780290282887076,65.29413899629394,53.89937456006816,53.89937456006816,65.29413899629394,25.780290282887076,62.549104241049825,16.417218457090833,66.7918123663747,55.31456603583993,48.993009674177976,95.37255186617253,69.74413182725523,73.51821764733582,61.14596579112963,67.52533519203436,75.84401156437751,76.40455166747519,34.150258642642825,51.41179459481151,57.21174088873189,36.8476231795445,52.30135641790498,56.77606737954388,93.45580008996312,34.96829960954029,82.68567450815114,86.31182382406062,53.89937456006816,57.71514969506818,91.34283725407558,67.60786306320767,55.79636376831898,17.28638711863294,56.10017242842855,47.18826617955006,52.30135641790498,33.987866925374256,61.422510474723666,22.914436149330854,56.344741615901064,44.03848064229966,62.40643364532459,41.741916589581784,57.27434261810353,36.8476231795445,79.56574233035035,41.19316271598144,100.0,16.16141745644667,55.73585225986386,28.761341486455393,41.97209561455655,35.838466699584046,33.382423498529036
truthdig,16.09758906307974,36.42519454492241,53.89937456006816,55.49462896018209,55.49462896018209,53.89937456006816,36.42519454492241,16.09758906307974,33.22189898506698,69.47988341994812,63.4168103570238,28.686234814553135,50.700843290697215,53.437201346832495,71.66278315232111,60.59869892038341,63.343716998149176,66.55087918818326,52.30135641790498,35.838466699584046,71.85233188065581,83.80393153160384,62.122704591079284,52.13330430513108,61.214917104043046,36.1730793238632,35.96374153429217,70.36987469682589,59.328442507507816,55.43452714881531,85.18493734841294,62.40643364532459,42.388735338947605,53.437201346832495,55.31456603583993,43.70466376131162,48.21184645147368,66.87251282013307,56.03924272863898,47.95406410434319,40.514338725905766,59.5263588036405,31.91201057404821,51.85452095955154,62.62064374430807,53.725518661725246,34.35381319877173,49.626661482439836,73.01757253576034,16.16141745644667,100.0,64.91063717737747,-0.32068494928545466,66.87251282013307,7.885882153504209,21.879684294608325
usatoday,54.424921344746444,65.29413899629394,55.49462896018209,49.839657525357275,49.839657525357275,55.49462896018209,65.29413899629394,54.424921344746444,36.00555430954088,49.20334867466914,53.437201346832495,97.68627593308626,5.052702548403798,51.85452095955154,68.44501077874139,41.92598682350269,85.9261659403279,82.68567450815114,96.72790004498155,59.328442507507816,28.38659582600769,74.5490352639489,49.94649543680466,65.52628782920067,92.32624540163198,83.63950022490779,64.53128168954052,63.8584747124991,68.52995033852136,100.0,95.37255186617253,52.30135641790498,48.41899989594545,64.68253490875809,27.200371791899325,34.35381319877173,65.99533978278531,76.74736090592295,47.18826617955006,64.91063717737747,44.80907190581757,71.66278315232111,48.00551832937459,58.93547147218183,60.32789641324954,25.92468674206473,59.06604264065884,46.43341512669215,80.78076445356649,55.73585225986386,64.91063717737747,100.0,49.04551302347669,63.784489936425274,28.12543641320463,94.33255663046423
veteranstoday,25.780290282887076,53.89937456006816,49.839657525357275,39.53251355903553,39.53251355903553,49.839657525357275,53.89937456006816,25.780290282887076,55.49462896018209,36.341045195773155,38.218801498977875,42.11064234081777,53.66771166687151,67.60786306320767,58.0328465342071,58.288746197337225,78.17237080795053,57.46270058476025,68.19155297838017,45.73836086332522,46.53344618480014,41.741916589581784,93.45580008996312,52.30135641790498,75.18807360060848,52.30135641790498,50.0,76.40455166747519,55.49462896018209,89.14767217266505,64.30560358039135,73.61948678444523,54.01564366181408,74.97324771840232,37.48661813494996,53.84134983547821,48.05702352445341,75.40477579827355,85.18493734841294,66.55087918818326,45.00340676309165,48.00551832937459,62.33530100583307,54.54253464702508,67.85671799335888,76.86275933086262,25.81636304794237,47.03643529467164,60.395423447030225,28.761341486455393,-0.32068494928545466,49.04551302347669,100.0,49.94649543680466,51.19193733891856,56.40609829890624
vice,36.42519454492241,55.49462896018209,39.53251355903553,33.382423498529036,33.382423498529036,39.53251355903553,55.49462896018209,36.42519454492241,62.549104241049825,53.437201346832495,47.39138898534962,66.87251282013307,22.949167200361988,83.80393153160384,80.78076445356649,48.21184645147368,88.2022758337376,43.847485140436206,63.784489936425274,51.19193733891856,51.13712759378684,81.92923735624956,92.68336207140476,58.0328465342071,84.30755988829243,64.3806707432277,60.59869892038341,75.73345726396644,82.99766989139266,57.84194113582954,64.91063717737747,73.72114617304926,37.48661813494996,85.36672414280952,66.63099695786978,62.052103792799485,62.62064374430807,53.49472181184589,51.85452095955154,73.72114617304926,64.68253490875809,58.41728657633658,30.395734704521594,56.40609829890624,53.437201346832495,37.44381540356394,63.19796579498072,58.35296679555273,73.72114617304926,41.97209561455655,66.87251282013307,63.784489936425274,49.94649543680466,100.0,46.935456051981994,71.66278315232111
vox,65.29413899629394,49.839657525357275,33.382423498529036,25.026771373331957,25.026771373331957,33.382423498529036,49.839657525357275,65.29413899629394,16.09758906307974,16.417218457090833,63.4168103570238,60.59869892038341,31.05257565840135,19.019657658019185,13.15055237675644,30.43420072862294,77.56761289040577,52.18925604336023,88.43137966543131,34.844938701218574,43.65713708654133,65.06353273179997,56.52907146829052,85.18493734841294,73.41733430162259,81.92923735624956,64.68253490875809,69.21790336521236,52.92267966487727,70.01070854933278,85.18493734841294,74.44408238678304,67.19729994922696,58.740389478505264,54.190600629741816,68.52995033852136,64.91063717737747,31.520021213155434,51.301741893447364,62.052103792799485,72.62364764812122,69.92158713012141,31.91201057404821,36.8476231795445,62.26430245273031,69.8327289960014,34.55800089963116,31.013764833857714,45.78771206874867,35.838466699584046,7.885882153504209,28.12543641320463,51.19193733891856,46.935456051981994,100.0,47.18826617955006
wapo,53.89937456006816,39.53251355903553,25.026771373331957,80.09659299822333,80.09659299822333,25.026771373331957,39.53251355903553,53.89937456006816,54.424921344746444,33.22189898506698,66.7918123663747,71.7573984977559,27.34759060425852,30.050492361677893,52.245273337296226,73.01757253576034,63.343716998149176,69.47988341994812,76.74736090592295,37.48661813494996,66.23230894309214,77.09530031487091,38.91593183736332,30.54972663054466,58.5462255330243,71.380813850743,51.13712759378684,48.00551832937459,49.20334867466914,44.23013024409141,87.97753708423154,66.31166907878992,83.47670517273845,51.85452095955154,55.79636376831898,55.79636376831898,55.55481204523883,59.328442507507816,56.714186270377844,60.395423447030225,61.84108513432398,37.70107290718011,35.630217098785664,81.34616021409988,51.19193733891856,47.238973568890465,55.43452714881531,70.36987469682589,72.13907281903028,33.382423498529036,21.879684294608325,94.33255663046423,56.40609829890624,71.66278315232111,47.18826617955006,100.0
